#    L    TT             EE             BB             TE          
  1552   0.530562E+03   0.177779E+02   0.788507E-01   0.557917E+01
  1553   0.527729E+03   0.178734E+02   0.787644E-01   0.544986E+01
  1554   0.524916E+03   0.179680E+02   0.786780E-01   0.531226E+01
  1555   0.522123E+03   0.180616E+02   0.785916E-01   0.516657E+01
  1556   0.519350E+03   0.181541E+02   0.785053E-01   0.501284E+01
  1557   0.516600E+03   0.182457E+02   0.784189E-01   0.485125E+01
  1558   0.513872E+03   0.183361E+02   0.783327E-01   0.468187E+01
  1559   0.511166E+03   0.184254E+02   0.782465E-01   0.450488E+01
  1560   0.508483E+03   0.185135E+02   0.781604E-01   0.432026E+01
  1561   0.505823E+03   0.186004E+02   0.780743E-01   0.412835E+01
  1562   0.503188E+03   0.186861E+02   0.779883E-01   0.392911E+01
  1563   0.500577E+03   0.187705E+02   0.779024E-01   0.372275E+01
  1564   0.497991E+03   0.188536E+02   0.778167E-01   0.350937E+01
  1565   0.495430E+03   0.189353E+02   0.777310E-01   0.328917E+01
  1566   0.492895E+03   0.190156E+02   0.776455E-01   0.306219E+01
  1567   0.490386E+03   0.190946E+02   0.775601E-01   0.282862E+01
  1568   0.487903E+03   0.191721E+02   0.774749E-01   0.258849E+01
  1569   0.485448E+03   0.192480E+02   0.773898E-01   0.234208E+01
  1570   0.483019E+03   0.193225E+02   0.773049E-01   0.208948E+01
  1571   0.480618E+03   0.193953E+02   0.772201E-01   0.183077E+01
  1572   0.478245E+03   0.194666E+02   0.771356E-01   0.156611E+01
  1573   0.475899E+03   0.195362E+02   0.770512E-01   0.129566E+01
  1574   0.473583E+03   0.196042E+02   0.769670E-01   0.101960E+01
  1575   0.471296E+03   0.196705E+02   0.768831E-01   0.738082E+00
  1576   0.469037E+03   0.197351E+02   0.767993E-01   0.451290E+00
  1577   0.466808E+03   0.197979E+02   0.767158E-01   0.159368E+00
  1578   0.464609E+03   0.198591E+02   0.766326E-01  -0.137496E+00
  1579   0.462441E+03   0.199185E+02   0.765495E-01  -0.439158E+00
  1580   0.460303E+03   0.199761E+02   0.764668E-01  -0.745459E+00
  1581   0.458196E+03   0.200318E+02   0.763842E-01  -0.105625E+01
  1582   0.456120E+03   0.200858E+02   0.763020E-01  -0.137138E+01
  1583   0.454075E+03   0.201379E+02   0.762200E-01  -0.169071E+01
  1584   0.452061E+03   0.201881E+02   0.761383E-01  -0.201408E+01
  1585   0.450078E+03   0.202364E+02   0.760569E-01  -0.234134E+01
  1586   0.448127E+03   0.202828E+02   0.759758E-01  -0.267237E+01
  1587   0.446208E+03   0.203271E+02   0.758951E-01  -0.300698E+01
  1588   0.444320E+03   0.203695E+02   0.758146E-01  -0.334501E+01
  1589   0.442464E+03   0.204099E+02   0.757344E-01  -0.368632E+01
  1590   0.440641E+03   0.204483E+02   0.756546E-01  -0.403073E+01
  1591   0.438849E+03   0.204847E+02   0.755751E-01  -0.437808E+01
  1592   0.437090E+03   0.205190E+02   0.754960E-01  -0.472822E+01
  1593   0.435362E+03   0.205512E+02   0.754172E-01  -0.508099E+01
  1594   0.433668E+03   0.205814E+02   0.753388E-01  -0.543621E+01
  1595   0.432005E+03   0.206094E+02   0.752607E-01  -0.579373E+01
  1596   0.430375E+03   0.206354E+02   0.751830E-01  -0.615339E+01
  1597   0.428778E+03   0.206592E+02   0.751057E-01  -0.651501E+01
  1598   0.427213E+03   0.206810E+02   0.750287E-01  -0.687844E+01
  1599   0.425680E+03   0.207006E+02   0.749522E-01  -0.724350E+01
  1600   0.424181E+03   0.207180E+02   0.748760E-01  -0.761005E+01
  1601   0.422713E+03   0.207333E+02   0.748002E-01  -0.797792E+01
  1602   0.421278E+03   0.207465E+02   0.747249E-01  -0.834697E+01
  1603   0.419875E+03   0.207574E+02   0.746499E-01  -0.871704E+01
  1604   0.418504E+03   0.207662E+02   0.745753E-01  -0.908797E+01
  1605   0.417166E+03   0.207728E+02   0.745012E-01  -0.945965E+01
  1606   0.415859E+03   0.207772E+02   0.744275E-01  -0.983188E+01
  1607   0.414584E+03   0.207794E+02   0.743542E-01  -0.102045E+02
  1608   0.413342E+03   0.207793E+02   0.742813E-01  -0.105774E+02
  1609   0.412130E+03   0.207770E+02   0.742089E-01  -0.109503E+02
  1610   0.410951E+03   0.207726E+02   0.741369E-01  -0.113232E+02
  1611   0.409803E+03   0.207661E+02   0.740653E-01  -0.116958E+02
  1612   0.408686E+03   0.207574E+02   0.739942E-01  -0.120680E+02
  1613   0.407601E+03   0.207465E+02   0.739235E-01  -0.124396E+02
  1614   0.406546E+03   0.207335E+02   0.738533E-01  -0.128104E+02
  1615   0.405523E+03   0.207185E+02   0.737835E-01  -0.131803E+02
  1616   0.404530E+03   0.207013E+02   0.737142E-01  -0.135492E+02
  1617   0.403568E+03   0.206820E+02   0.736453E-01  -0.139170E+02
  1618   0.402637E+03   0.206605E+02   0.735769E-01  -0.142833E+02
  1619   0.401735E+03   0.206370E+02   0.735089E-01  -0.146483E+02
  1620   0.400862E+03   0.206114E+02   0.734414E-01  -0.150115E+02
  1621   0.400020E+03   0.205836E+02   0.733744E-01  -0.153731E+02
  1622   0.399206E+03   0.205539E+02   0.733078E-01  -0.157328E+02
  1623   0.398422E+03   0.205220E+02   0.732416E-01  -0.160905E+02
  1624   0.397667E+03   0.204880E+02   0.731759E-01  -0.164459E+02
  1625   0.396939E+03   0.204521E+02   0.731107E-01  -0.167990E+02
  1626   0.396241E+03   0.204142E+02   0.730459E-01  -0.171498E+02
  1627   0.395570E+03   0.203742E+02   0.729816E-01  -0.174979E+02
  1628   0.394926E+03   0.203322E+02   0.729178E-01  -0.178432E+02
  1629   0.394311E+03   0.202883E+02   0.728544E-01  -0.181857E+02
  1630   0.393722E+03   0.202424E+02   0.727915E-01  -0.185252E+02
  1631   0.393159E+03   0.201946E+02   0.727290E-01  -0.188616E+02
  1632   0.392623E+03   0.201449E+02   0.726669E-01  -0.191947E+02
  1633   0.392113E+03   0.200932E+02   0.726054E-01  -0.195245E+02
  1634   0.391629E+03   0.200397E+02   0.725442E-01  -0.198508E+02
  1635   0.391170E+03   0.199842E+02   0.724835E-01  -0.201736E+02
  1636   0.390735E+03   0.199269E+02   0.724233E-01  -0.204926E+02
  1637   0.390325E+03   0.198678E+02   0.723635E-01  -0.208078E+02
  1638   0.389940E+03   0.198067E+02   0.723042E-01  -0.211190E+02
  1639   0.389578E+03   0.197440E+02   0.722453E-01  -0.214262E+02
  1640   0.389239E+03   0.196795E+02   0.721868E-01  -0.217293E+02
  1641   0.388924E+03   0.196133E+02   0.721287E-01  -0.220280E+02
  1642   0.388631E+03   0.195453E+02   0.720711E-01  -0.223224E+02
  1643   0.388360E+03   0.194758E+02   0.720139E-01  -0.226124E+02
  1644   0.388112E+03   0.194046E+02   0.719572E-01  -0.228978E+02
  1645   0.387884E+03   0.193318E+02   0.719008E-01  -0.231784E+02
  1646   0.387678E+03   0.192573E+02   0.718449E-01  -0.234544E+02
  1647   0.387492E+03   0.191814E+02   0.717894E-01  -0.237255E+02
  1648   0.387326E+03   0.191039E+02   0.717343E-01  -0.239916E+02
  1649   0.387180E+03   0.190248E+02   0.716796E-01  -0.242527E+02
  1650   0.387053E+03   0.189441E+02   0.716253E-01  -0.245087E+02
  1651   0.386944E+03   0.188620E+02   0.715714E-01  -0.247594E+02
  1652   0.386854E+03   0.187786E+02   0.715179E-01  -0.250050E+02
  1653   0.386782E+03   0.186937E+02   0.714648E-01  -0.252452E+02
  1654   0.386727E+03   0.186073E+02   0.714121E-01  -0.254799E+02
  1655   0.386689E+03   0.185196E+02   0.713597E-01  -0.257092E+02
  1656   0.386667E+03   0.184307E+02   0.713077E-01  -0.259331E+02
  1657   0.386662E+03   0.183405E+02   0.712561E-01  -0.261512E+02
  1658   0.386672E+03   0.182489E+02   0.712049E-01  -0.263637E+02
  1659   0.386697E+03   0.181562E+02   0.711540E-01  -0.265705E+02
  1660   0.386737E+03   0.180624E+02   0.711035E-01  -0.267715E+02
  1661   0.386791E+03   0.179673E+02   0.710533E-01  -0.269667E+02
  1662   0.386857E+03   0.178712E+02   0.710035E-01  -0.271560E+02
  1663   0.386938E+03   0.177740E+02   0.709540E-01  -0.273395E+02
  1664   0.387032E+03   0.176757E+02   0.709048E-01  -0.275170E+02
  1665   0.387137E+03   0.175765E+02   0.708560E-01  -0.276884E+02
  1666   0.387253E+03   0.174762E+02   0.708075E-01  -0.278538E+02
  1667   0.387382E+03   0.173750E+02   0.707593E-01  -0.280132E+02
  1668   0.387521E+03   0.172729E+02   0.707115E-01  -0.281663E+02
  1669   0.387669E+03   0.171699E+02   0.706639E-01  -0.283133E+02
  1670   0.387828E+03   0.170661E+02   0.706166E-01  -0.284541E+02
  1671   0.387996E+03   0.169614E+02   0.705696E-01  -0.285887E+02
  1672   0.388172E+03   0.168559E+02   0.705230E-01  -0.287170E+02
  1673   0.388356E+03   0.167497E+02   0.704766E-01  -0.288391E+02
  1674   0.388549E+03   0.166429E+02   0.704304E-01  -0.289548E+02
  1675   0.388748E+03   0.165354E+02   0.703846E-01  -0.290644E+02
  1676   0.388954E+03   0.164273E+02   0.703389E-01  -0.291677E+02
  1677   0.389167E+03   0.163188E+02   0.702936E-01  -0.292647E+02
  1678   0.389387E+03   0.162097E+02   0.702485E-01  -0.293555E+02
  1679   0.389611E+03   0.161001E+02   0.702036E-01  -0.294399E+02
  1680   0.389839E+03   0.159901E+02   0.701590E-01  -0.295180E+02
  1681   0.390074E+03   0.158797E+02   0.701146E-01  -0.295899E+02
  1682   0.390311E+03   0.157689E+02   0.700704E-01  -0.296554E+02
  1683   0.390551E+03   0.156578E+02   0.700265E-01  -0.297146E+02
  1684   0.390795E+03   0.155463E+02   0.699827E-01  -0.297675E+02
  1685   0.391042E+03   0.154346E+02   0.699392E-01  -0.298141E+02
  1686   0.391290E+03   0.153226E+02   0.698958E-01  -0.298544E+02
  1687   0.391540E+03   0.152104E+02   0.698526E-01  -0.298884E+02
  1688   0.391791E+03   0.150981E+02   0.698096E-01  -0.299163E+02
  1689   0.392043E+03   0.149856E+02   0.697667E-01  -0.299378E+02
  1690   0.392295E+03   0.148731E+02   0.697241E-01  -0.299532E+02
  1691   0.392547E+03   0.147605E+02   0.696815E-01  -0.299624E+02
  1692   0.392798E+03   0.146479E+02   0.696391E-01  -0.299654E+02
  1693   0.393048E+03   0.145353E+02   0.695969E-01  -0.299623E+02
  1694   0.393297E+03   0.144228E+02   0.695548E-01  -0.299531E+02
  1695   0.393542E+03   0.143104E+02   0.695128E-01  -0.299377E+02
  1696   0.393786E+03   0.141980E+02   0.694709E-01  -0.299163E+02
  1697   0.394027E+03   0.140858E+02   0.694291E-01  -0.298889E+02
  1698   0.394264E+03   0.139737E+02   0.693875E-01  -0.298554E+02
  1699   0.394497E+03   0.138618E+02   0.693459E-01  -0.298160E+02
  1700   0.394726E+03   0.137503E+02   0.693044E-01  -0.297707E+02
  1701   0.394951E+03   0.136389E+02   0.692629E-01  -0.297195E+02
  1702   0.395170E+03   0.135279E+02   0.692216E-01  -0.296625E+02
  1703   0.395385E+03   0.134173E+02   0.691803E-01  -0.295998E+02
  1704   0.395593E+03   0.133071E+02   0.691390E-01  -0.295315E+02
  1705   0.395797E+03   0.131974E+02   0.690978E-01  -0.294576E+02
  1706   0.395993E+03   0.130881E+02   0.690566E-01  -0.293782E+02
  1707   0.396182E+03   0.129792E+02   0.690154E-01  -0.292933E+02
  1708   0.396365E+03   0.128710E+02   0.689743E-01  -0.292031E+02
  1709   0.396541E+03   0.127633E+02   0.689332E-01  -0.291074E+02
  1710   0.396708E+03   0.126562E+02   0.688920E-01  -0.290065E+02
  1711   0.396868E+03   0.125497E+02   0.688509E-01  -0.289004E+02
  1712   0.397019E+03   0.124438E+02   0.688097E-01  -0.287891E+02
  1713   0.397160E+03   0.123386E+02   0.687686E-01  -0.286728E+02
  1714   0.397294E+03   0.122341E+02   0.687274E-01  -0.285514E+02
  1715   0.397417E+03   0.121304E+02   0.686862E-01  -0.284251E+02
  1716   0.397532E+03   0.120274E+02   0.686449E-01  -0.282940E+02
  1717   0.397636E+03   0.119253E+02   0.686036E-01  -0.281581E+02
  1718   0.397729E+03   0.118239E+02   0.685622E-01  -0.280176E+02
  1719   0.397813E+03   0.117234E+02   0.685207E-01  -0.278724E+02
  1720   0.397886E+03   0.116237E+02   0.684792E-01  -0.277227E+02
  1721   0.397948E+03   0.115250E+02   0.684376E-01  -0.275686E+02
  1722   0.397998E+03   0.114272E+02   0.683959E-01  -0.274102E+02
  1723   0.398036E+03   0.113304E+02   0.683542E-01  -0.272476E+02
  1724   0.398064E+03   0.112345E+02   0.683123E-01  -0.270807E+02
  1725   0.398079E+03   0.111397E+02   0.682703E-01  -0.269099E+02
  1726   0.398082E+03   0.110458E+02   0.682282E-01  -0.267350E+02
  1727   0.398073E+03   0.109531E+02   0.681860E-01  -0.265563E+02
  1728   0.398050E+03   0.108614E+02   0.681437E-01  -0.263738E+02
  1729   0.398015E+03   0.107709E+02   0.681012E-01  -0.261876E+02
  1730   0.397967E+03   0.106814E+02   0.680586E-01  -0.259977E+02
  1731   0.397905E+03   0.105931E+02   0.680159E-01  -0.258043E+02
  1732   0.397829E+03   0.105060E+02   0.679730E-01  -0.256075E+02
  1733   0.397739E+03   0.104200E+02   0.679300E-01  -0.254073E+02
  1734   0.397635E+03   0.103352E+02   0.678868E-01  -0.252038E+02
  1735   0.397517E+03   0.102517E+02   0.678434E-01  -0.249971E+02
  1736   0.397385E+03   0.101694E+02   0.677999E-01  -0.247875E+02
  1737   0.397238E+03   0.100884E+02   0.677562E-01  -0.245749E+02
  1738   0.397077E+03   0.100086E+02   0.677123E-01  -0.243596E+02
  1739   0.396901E+03   0.993020E+01   0.676682E-01  -0.241415E+02
  1740   0.396711E+03   0.985310E+01   0.676240E-01  -0.239208E+02
  1741   0.396506E+03   0.977732E+01   0.675795E-01  -0.236977E+02
  1742   0.396286E+03   0.970292E+01   0.675349E-01  -0.234723E+02
  1743   0.396051E+03   0.962983E+01   0.674900E-01  -0.232445E+02
  1744   0.395800E+03   0.955818E+01   0.674449E-01  -0.230145E+02
  1745   0.395535E+03   0.948789E+01   0.673997E-01  -0.227824E+02
  1746   0.395253E+03   0.941904E+01   0.673542E-01  -0.225484E+02
  1747   0.394956E+03   0.935153E+01   0.673085E-01  -0.223123E+02
  1748   0.394644E+03   0.928552E+01   0.672625E-01  -0.220746E+02
  1749   0.394315E+03   0.922093E+01   0.672164E-01  -0.218350E+02
  1750   0.393971E+03   0.915774E+01   0.671700E-01  -0.215940E+02
  1751   0.393610E+03   0.909604E+01   0.671234E-01  -0.213514E+02
  1752   0.393235E+03   0.903581E+01   0.670765E-01  -0.211075E+02
  1753   0.392843E+03   0.897704E+01   0.670294E-01  -0.208623E+02
  1754   0.392435E+03   0.891974E+01   0.669820E-01  -0.206160E+02
  1755   0.392012E+03   0.886398E+01   0.669344E-01  -0.203687E+02
  1756   0.391572E+03   0.880967E+01   0.668866E-01  -0.201203E+02
  1757   0.391117E+03   0.875689E+01   0.668385E-01  -0.198711E+02
  1758   0.390645E+03   0.870556E+01   0.667901E-01  -0.196212E+02
  1759   0.390157E+03   0.865579E+01   0.667415E-01  -0.193707E+02
  1760   0.389653E+03   0.860752E+01   0.666926E-01  -0.191196E+02
  1761   0.389133E+03   0.856076E+01   0.666434E-01  -0.188680E+02
  1762   0.388598E+03   0.851551E+01   0.665940E-01  -0.186161E+02
  1763   0.388046E+03   0.847179E+01   0.665443E-01  -0.183640E+02
  1764   0.387479E+03   0.842957E+01   0.664943E-01  -0.181118E+02
  1765   0.386896E+03   0.838889E+01   0.664440E-01  -0.178595E+02
  1766   0.386298E+03   0.834973E+01   0.663935E-01  -0.176074E+02
  1767   0.385685E+03   0.831209E+01   0.663427E-01  -0.173554E+02
  1768   0.385056E+03   0.827598E+01   0.662916E-01  -0.171038E+02
  1769   0.384413E+03   0.824139E+01   0.662402E-01  -0.168525E+02
  1770   0.383755E+03   0.820833E+01   0.661885E-01  -0.166018E+02
  1771   0.383083E+03   0.817679E+01   0.661366E-01  -0.163518E+02
  1772   0.382395E+03   0.814675E+01   0.660843E-01  -0.161024E+02
  1773   0.381693E+03   0.811822E+01   0.660318E-01  -0.158538E+02
  1774   0.380976E+03   0.809120E+01   0.659789E-01  -0.156061E+02
  1775   0.380245E+03   0.806568E+01   0.659258E-01  -0.153593E+02
  1776   0.379500E+03   0.804166E+01   0.658724E-01  -0.151137E+02
  1777   0.378740E+03   0.801912E+01   0.658186E-01  -0.148692E+02
  1778   0.377967E+03   0.799807E+01   0.657646E-01  -0.146260E+02
  1779   0.377180E+03   0.797849E+01   0.657103E-01  -0.143840E+02
  1780   0.376379E+03   0.796038E+01   0.656557E-01  -0.141436E+02
  1781   0.375565E+03   0.794373E+01   0.656007E-01  -0.139047E+02
  1782   0.374738E+03   0.792853E+01   0.655455E-01  -0.136674E+02
  1783   0.373897E+03   0.791478E+01   0.654900E-01  -0.134318E+02
  1784   0.373044E+03   0.790246E+01   0.654342E-01  -0.131980E+02
  1785   0.372178E+03   0.789156E+01   0.653781E-01  -0.129661E+02
  1786   0.371299E+03   0.788207E+01   0.653216E-01  -0.127361E+02
  1787   0.370409E+03   0.787399E+01   0.652649E-01  -0.125082E+02
  1788   0.369506E+03   0.786729E+01   0.652079E-01  -0.122824E+02
  1789   0.368591E+03   0.786197E+01   0.651506E-01  -0.120588E+02
  1790   0.367665E+03   0.785802E+01   0.650930E-01  -0.118374E+02
  1791   0.366727E+03   0.785542E+01   0.650351E-01  -0.116184E+02
  1792   0.365777E+03   0.785416E+01   0.649769E-01  -0.114018E+02
  1793   0.364817E+03   0.785422E+01   0.649185E-01  -0.111878E+02
  1794   0.363845E+03   0.785558E+01   0.648597E-01  -0.109763E+02
  1795   0.362863E+03   0.785824E+01   0.648006E-01  -0.107675E+02
  1796   0.361869E+03   0.786218E+01   0.647413E-01  -0.105613E+02
  1797   0.360866E+03   0.786738E+01   0.646817E-01  -0.103579E+02
  1798   0.359852E+03   0.787382E+01   0.646218E-01  -0.101575E+02
  1799   0.358829E+03   0.788150E+01   0.645616E-01  -0.995985E+01
  1800   0.357795E+03   0.789038E+01   0.645011E-01  -0.976526E+01
  1801   0.356753E+03   0.790046E+01   0.644404E-01  -0.957370E+01
  1802   0.355702E+03   0.791172E+01   0.643794E-01  -0.938525E+01
  1803   0.354642E+03   0.792414E+01   0.643181E-01  -0.919998E+01
  1804   0.353574E+03   0.793770E+01   0.642565E-01  -0.901793E+01
  1805   0.352498E+03   0.795239E+01   0.641947E-01  -0.883915E+01
  1806   0.351414E+03   0.796817E+01   0.641327E-01  -0.866370E+01
  1807   0.350322E+03   0.798504E+01   0.640704E-01  -0.849162E+01
  1808   0.349223E+03   0.800296E+01   0.640078E-01  -0.832295E+01
  1809   0.348117E+03   0.802193E+01   0.639450E-01  -0.815776E+01
  1810   0.347004E+03   0.804192E+01   0.638819E-01  -0.799609E+01
  1811   0.345884E+03   0.806292E+01   0.638186E-01  -0.783798E+01
  1812   0.344758E+03   0.808488E+01   0.637551E-01  -0.768345E+01
  1813   0.343625E+03   0.810780E+01   0.636913E-01  -0.753256E+01
  1814   0.342487E+03   0.813166E+01   0.636273E-01  -0.738534E+01
  1815   0.341343E+03   0.815643E+01   0.635630E-01  -0.724182E+01
  1816   0.340195E+03   0.818210E+01   0.634986E-01  -0.710205E+01
  1817   0.339041E+03   0.820863E+01   0.634339E-01  -0.696606E+01
  1818   0.337883E+03   0.823602E+01   0.633690E-01  -0.683387E+01
  1819   0.336721E+03   0.826423E+01   0.633040E-01  -0.670553E+01
  1820   0.335555E+03   0.829323E+01   0.632387E-01  -0.658104E+01
  1821   0.334385E+03   0.832298E+01   0.631732E-01  -0.646045E+01
  1822   0.333212E+03   0.835355E+01   0.631075E-01  -0.634378E+01
  1823   0.332035E+03   0.838483E+01   0.630416E-01  -0.623106E+01
  1824   0.330855E+03   0.841678E+01   0.629756E-01  -0.612231E+01
  1825   0.329673E+03   0.844939E+01   0.629093E-01  -0.601755E+01
  1826   0.328488E+03   0.848275E+01   0.628429E-01  -0.591679E+01
  1827   0.327301E+03   0.851666E+01   0.627763E-01  -0.582004E+01
  1828   0.326112E+03   0.855119E+01   0.627095E-01  -0.572730E+01
  1829   0.324923E+03   0.858635E+01   0.626426E-01  -0.563859E+01
  1830   0.323731E+03   0.862208E+01   0.625755E-01  -0.555393E+01
  1831   0.322540E+03   0.865831E+01   0.625083E-01  -0.547333E+01
  1832   0.321349E+03   0.869506E+01   0.624409E-01  -0.539678E+01
  1833   0.320157E+03   0.873226E+01   0.623734E-01  -0.532429E+01
  1834   0.318966E+03   0.876999E+01   0.623057E-01  -0.525586E+01
  1835   0.317775E+03   0.880812E+01   0.622379E-01  -0.519150E+01
  1836   0.316585E+03   0.884665E+01   0.621700E-01  -0.513121E+01
  1837   0.315395E+03   0.888560E+01   0.621019E-01  -0.507499E+01
  1838   0.314207E+03   0.892491E+01   0.620338E-01  -0.502285E+01
  1839   0.313020E+03   0.896458E+01   0.619655E-01  -0.497478E+01
  1840   0.311835E+03   0.900454E+01   0.618971E-01  -0.493076E+01
  1841   0.310652E+03   0.904482E+01   0.618286E-01  -0.489080E+01
  1842   0.309472E+03   0.908527E+01   0.617599E-01  -0.485487E+01
  1843   0.308294E+03   0.912605E+01   0.616912E-01  -0.482296E+01
  1844   0.307119E+03   0.916702E+01   0.616224E-01  -0.479508E+01
  1845   0.305946E+03   0.920813E+01   0.615536E-01  -0.477120E+01
  1846   0.304778E+03   0.924944E+01   0.614846E-01  -0.475132E+01
  1847   0.303613E+03   0.929091E+01   0.614156E-01  -0.473542E+01
  1848   0.302452E+03   0.933246E+01   0.613464E-01  -0.472348E+01
  1849   0.301295E+03   0.937412E+01   0.612773E-01  -0.471548E+01
  1850   0.300142E+03   0.941580E+01   0.612080E-01  -0.471140E+01
  1851   0.298994E+03   0.945753E+01   0.611387E-01  -0.471125E+01
  1852   0.297851E+03   0.949924E+01   0.610694E-01  -0.471499E+01
  1853   0.296712E+03   0.954101E+01   0.610000E-01  -0.472259E+01
  1854   0.295579E+03   0.958264E+01   0.609305E-01  -0.473403E+01
  1855   0.294452E+03   0.962428E+01   0.608611E-01  -0.474924E+01
  1856   0.293331E+03   0.966579E+01   0.607916E-01  -0.476821E+01
  1857   0.292215E+03   0.970727E+01   0.607220E-01  -0.479090E+01
  1858   0.291106E+03   0.974856E+01   0.606525E-01  -0.481726E+01
  1859   0.290003E+03   0.978968E+01   0.605829E-01  -0.484728E+01
  1860   0.288908E+03   0.983065E+01   0.605133E-01  -0.488090E+01
  1861   0.287819E+03   0.987146E+01   0.604438E-01  -0.491808E+01
  1862   0.286737E+03   0.991199E+01   0.603742E-01  -0.495878E+01
  1863   0.285663E+03   0.995232E+01   0.603046E-01  -0.500296E+01
  1864   0.284597E+03   0.999245E+01   0.602350E-01  -0.505059E+01
  1865   0.283539E+03   0.100322E+02   0.601655E-01  -0.510162E+01
  1866   0.282488E+03   0.100717E+02   0.600960E-01  -0.515601E+01
  1867   0.281445E+03   0.101108E+02   0.600265E-01  -0.521371E+01
  1868   0.280412E+03   0.101496E+02   0.599570E-01  -0.527466E+01
  1869   0.279386E+03   0.101881E+02   0.598876E-01  -0.533883E+01
  1870   0.278369E+03   0.102261E+02   0.598182E-01  -0.540615E+01
  1871   0.277362E+03   0.102638E+02   0.597488E-01  -0.547657E+01
  1872   0.276363E+03   0.103010E+02   0.596796E-01  -0.555005E+01
  1873   0.275374E+03   0.103379E+02   0.596103E-01  -0.562653E+01
  1874   0.274394E+03   0.103742E+02   0.595412E-01  -0.570596E+01
  1875   0.273424E+03   0.104100E+02   0.594721E-01  -0.578827E+01
  1876   0.272463E+03   0.104453E+02   0.594031E-01  -0.587340E+01
  1877   0.271513E+03   0.104802E+02   0.593341E-01  -0.596131E+01
  1878   0.270573E+03   0.105145E+02   0.592653E-01  -0.605194E+01
  1879   0.269642E+03   0.105482E+02   0.591965E-01  -0.614522E+01
  1880   0.268722E+03   0.105814E+02   0.591278E-01  -0.624109E+01
  1881   0.267813E+03   0.106139E+02   0.590593E-01  -0.633951E+01
  1882   0.266915E+03   0.106459E+02   0.589908E-01  -0.644040E+01
  1883   0.266026E+03   0.106773E+02   0.589225E-01  -0.654370E+01
  1884   0.265149E+03   0.107080E+02   0.588542E-01  -0.664938E+01
  1885   0.264282E+03   0.107380E+02   0.587861E-01  -0.675736E+01
  1886   0.263427E+03   0.107674E+02   0.587181E-01  -0.686757E+01
  1887   0.262582E+03   0.107961E+02   0.586503E-01  -0.697998E+01
  1888   0.261749E+03   0.108241E+02   0.585825E-01  -0.709450E+01
  1889   0.260927E+03   0.108513E+02   0.585149E-01  -0.721106E+01
  1890   0.260116E+03   0.108778E+02   0.584475E-01  -0.732959E+01
  1891   0.259316E+03   0.109036E+02   0.583802E-01  -0.745003E+01
  1892   0.258529E+03   0.109286E+02   0.583130E-01  -0.757229E+01
  1893   0.257753E+03   0.109529E+02   0.582460E-01  -0.769631E+01
  1894   0.256988E+03   0.109763E+02   0.581792E-01  -0.782203E+01
  1895   0.256236E+03   0.109991E+02   0.581125E-01  -0.794936E+01
  1896   0.255495E+03   0.110210E+02   0.580460E-01  -0.807826E+01
  1897   0.254766E+03   0.110421E+02   0.579797E-01  -0.820864E+01
  1898   0.254049E+03   0.110623E+02   0.579135E-01  -0.834046E+01
  1899   0.253344E+03   0.110817E+02   0.578475E-01  -0.847365E+01
  1900   0.252651E+03   0.111002E+02   0.577817E-01  -0.860813E+01
  1901   0.251970E+03   0.111179E+02   0.577161E-01  -0.874384E+01
  1902   0.251301E+03   0.111347E+02   0.576506E-01  -0.888072E+01
  1903   0.250644E+03   0.111506E+02   0.575854E-01  -0.901867E+01
  1904   0.249999E+03   0.111656E+02   0.575203E-01  -0.915771E+01
  1905   0.249366E+03   0.111797E+02   0.574554E-01  -0.929763E+01
  1906   0.248745E+03   0.111930E+02   0.573908E-01  -0.943846E+01
  1907   0.248136E+03   0.112053E+02   0.573263E-01  -0.958014E+01
  1908   0.247539E+03   0.112166E+02   0.572620E-01  -0.972251E+01
  1909   0.246954E+03   0.112271E+02   0.571980E-01  -0.986557E+01
  1910   0.246382E+03   0.112367E+02   0.571341E-01  -0.100093E+02
  1911   0.245821E+03   0.112452E+02   0.570705E-01  -0.101535E+02
  1912   0.245272E+03   0.112529E+02   0.570070E-01  -0.102981E+02
  1913   0.244736E+03   0.112595E+02   0.569438E-01  -0.104432E+02
  1914   0.244210E+03   0.112653E+02   0.568808E-01  -0.105886E+02
  1915   0.243698E+03   0.112700E+02   0.568180E-01  -0.107343E+02
  1916   0.243197E+03   0.112738E+02   0.567554E-01  -0.108802E+02
  1917   0.242707E+03   0.112767E+02   0.566931E-01  -0.110262E+02
  1918   0.242229E+03   0.112785E+02   0.566309E-01  -0.111722E+02
  1919   0.241764E+03   0.112795E+02   0.565690E-01  -0.113182E+02
  1920   0.241310E+03   0.112794E+02   0.565073E-01  -0.114642E+02
  1921   0.240867E+03   0.112784E+02   0.564458E-01  -0.116099E+02
  1922   0.240437E+03   0.112764E+02   0.563846E-01  -0.117555E+02
  1923   0.240017E+03   0.112735E+02   0.563236E-01  -0.119008E+02
  1924   0.239610E+03   0.112697E+02   0.562628E-01  -0.120457E+02
  1925   0.239213E+03   0.112648E+02   0.562022E-01  -0.121901E+02
  1926   0.238828E+03   0.112591E+02   0.561419E-01  -0.123342E+02
  1927   0.238454E+03   0.112523E+02   0.560818E-01  -0.124776E+02
  1928   0.238091E+03   0.112447E+02   0.560219E-01  -0.126205E+02
  1929   0.237739E+03   0.112360E+02   0.559622E-01  -0.127626E+02
