#    L    TT             EE             TE             PP             TP          
   718   0.196601E+04   0.359353E+02  -0.122922E+03   0.521069E+06   0.188284E+03
   719   0.197345E+04   0.357591E+02  -0.123979E+03   0.519963E+06   0.188743E+03
   720   0.198101E+04   0.355779E+02  -0.125006E+03   0.518860E+06   0.189191E+03
   721   0.198865E+04   0.353918E+02  -0.126001E+03   0.517761E+06   0.189629E+03
   722   0.199640E+04   0.352010E+02  -0.126966E+03   0.516666E+06   0.190056E+03
   723   0.200424E+04   0.350055E+02  -0.127899E+03   0.515575E+06   0.190473E+03
   724   0.201217E+04   0.348055E+02  -0.128801E+03   0.514487E+06   0.190879E+03
   725   0.202019E+04   0.346010E+02  -0.129670E+03   0.513403E+06   0.191273E+03
   726   0.202829E+04   0.343922E+02  -0.130506E+03   0.512323E+06   0.191657E+03
   727   0.203648E+04   0.341791E+02  -0.131310E+03   0.511246E+06   0.192031E+03
   728   0.204474E+04   0.339617E+02  -0.132080E+03   0.510173E+06   0.192393E+03
   729   0.205307E+04   0.337404E+02  -0.132816E+03   0.509103E+06   0.192744E+03
   730   0.206147E+04   0.335150E+02  -0.133519E+03   0.508037E+06   0.193084E+03
   731   0.206994E+04   0.332857E+02  -0.134187E+03   0.506975E+06   0.193413E+03
   732   0.207846E+04   0.330525E+02  -0.134819E+03   0.505916E+06   0.193731E+03
   733   0.208704E+04   0.328157E+02  -0.135417E+03   0.504860E+06   0.194038E+03
   734   0.209567E+04   0.325752E+02  -0.135978E+03   0.503809E+06   0.194334E+03
   735   0.210433E+04   0.323313E+02  -0.136505E+03   0.502760E+06   0.194618E+03
   736   0.211306E+04   0.320840E+02  -0.136995E+03   0.501715E+06   0.194892E+03
   737   0.212181E+04   0.318334E+02  -0.137448E+03   0.500674E+06   0.195154E+03
   738   0.213059E+04   0.315797E+02  -0.137866E+03   0.499636E+06   0.195404E+03
   739   0.213941E+04   0.313229E+02  -0.138246E+03   0.498601E+06   0.195644E+03
   740   0.214825E+04   0.310632E+02  -0.138588E+03   0.497570E+06   0.195872E+03
   741   0.215711E+04   0.308008E+02  -0.138894E+03   0.496542E+06   0.196088E+03
   742   0.216598E+04   0.305357E+02  -0.139162E+03   0.495518E+06   0.196293E+03
   743   0.217486E+04   0.302680E+02  -0.139393E+03   0.494497E+06   0.196486E+03
   744   0.218375E+04   0.299980E+02  -0.139586E+03   0.493479E+06   0.196668E+03
   745   0.219263E+04   0.297258E+02  -0.139741E+03   0.492464E+06   0.196839E+03
   746   0.220151E+04   0.294514E+02  -0.139859E+03   0.491453E+06   0.196997E+03
   747   0.221038E+04   0.291750E+02  -0.139938E+03   0.490445E+06   0.197144E+03
   748   0.221924E+04   0.288966E+02  -0.139980E+03   0.489441E+06   0.197279E+03
   749   0.222808E+04   0.286165E+02  -0.139983E+03   0.488439E+06   0.197403E+03
   750   0.223690E+04   0.283348E+02  -0.139949E+03   0.487441E+06   0.197515E+03
   751   0.224569E+04   0.280514E+02  -0.139876E+03   0.486446E+06   0.197614E+03
   752   0.225445E+04   0.277667E+02  -0.139764E+03   0.485454E+06   0.197703E+03
   753   0.226317E+04   0.274806E+02  -0.139616E+03   0.484465E+06   0.197779E+03
   754   0.227186E+04   0.271934E+02  -0.139428E+03   0.483480E+06   0.197844E+03
   755   0.228050E+04   0.269052E+02  -0.139203E+03   0.482497E+06   0.197897E+03
   756   0.228909E+04   0.266160E+02  -0.138940E+03   0.481518E+06   0.197938E+03
   757   0.229765E+04   0.263263E+02  -0.138639E+03   0.480542E+06   0.197968E+03
   758   0.230615E+04   0.260358E+02  -0.138301E+03   0.479569E+06   0.197987E+03
   759   0.231460E+04   0.257450E+02  -0.137926E+03   0.478599E+06   0.197994E+03
   760   0.232299E+04   0.254538E+02  -0.137514E+03   0.477632E+06   0.197990E+03
   761   0.233132E+04   0.251626E+02  -0.137064E+03   0.476668E+06   0.197974E+03
   762   0.233959E+04   0.248712E+02  -0.136578E+03   0.475708E+06   0.197947E+03
   763   0.234779E+04   0.245799E+02  -0.136054E+03   0.474750E+06   0.197909E+03
   764   0.235591E+04   0.242888E+02  -0.135494E+03   0.473795E+06   0.197860E+03
   765   0.236394E+04   0.239980E+02  -0.134896E+03   0.472843E+06   0.197800E+03
   766   0.237190E+04   0.237077E+02  -0.134262E+03   0.471895E+06   0.197729E+03
   767   0.237975E+04   0.234178E+02  -0.133590E+03   0.470949E+06   0.197647E+03
   768   0.238752E+04   0.231287E+02  -0.132881E+03   0.470006E+06   0.197554E+03
   769   0.239518E+04   0.228405E+02  -0.132137E+03   0.469066E+06   0.197450E+03
   770   0.240274E+04   0.225532E+02  -0.131357E+03   0.468130E+06   0.197335E+03
   771   0.241019E+04   0.222670E+02  -0.130541E+03   0.467196E+06   0.197210E+03
   772   0.241752E+04   0.219822E+02  -0.129689E+03   0.466265E+06   0.197074E+03
   773   0.242474E+04   0.216988E+02  -0.128804E+03   0.465336E+06   0.196927E+03
   774   0.243183E+04   0.214169E+02  -0.127884E+03   0.464411E+06   0.196769E+03
   775   0.243880E+04   0.211368E+02  -0.126930E+03   0.463489E+06   0.196601E+03
   776   0.244564E+04   0.208585E+02  -0.125944E+03   0.462569E+06   0.196423E+03
   777   0.245237E+04   0.205821E+02  -0.124923E+03   0.461653E+06   0.196234E+03
   778   0.245896E+04   0.203078E+02  -0.123871E+03   0.460739E+06   0.196035E+03
   779   0.246543E+04   0.200357E+02  -0.122787E+03   0.459828E+06   0.195825E+03
   780   0.247176E+04   0.197659E+02  -0.121672E+03   0.458920E+06   0.195606E+03
   781   0.247797E+04   0.194985E+02  -0.120525E+03   0.458014E+06   0.195376E+03
   782   0.248404E+04   0.192337E+02  -0.119348E+03   0.457112E+06   0.195136E+03
   783   0.248997E+04   0.189715E+02  -0.118140E+03   0.456212E+06   0.194885E+03
   784   0.249576E+04   0.187121E+02  -0.116902E+03   0.455315E+06   0.194625E+03
   785   0.250140E+04   0.184554E+02  -0.115634E+03   0.454420E+06   0.194355E+03
   786   0.250687E+04   0.182018E+02  -0.114335E+03   0.453528E+06   0.194074E+03
   787   0.251219E+04   0.179512E+02  -0.113008E+03   0.452639E+06   0.193784E+03
   788   0.251734E+04   0.177038E+02  -0.111650E+03   0.451753E+06   0.193484E+03
   789   0.252231E+04   0.174597E+02  -0.110263E+03   0.450870E+06   0.193175E+03
   790   0.252712E+04   0.172191E+02  -0.108848E+03   0.449989E+06   0.192855E+03
   791   0.253176E+04   0.169820E+02  -0.107406E+03   0.449110E+06   0.192526E+03
   792   0.253622E+04   0.167488E+02  -0.105938E+03   0.448235E+06   0.192187E+03
   793   0.254050E+04   0.165195E+02  -0.104445E+03   0.447362E+06   0.191839E+03
   794   0.254461E+04   0.162943E+02  -0.102927E+03   0.446492E+06   0.191481E+03
   795   0.254853E+04   0.160732E+02  -0.101386E+03   0.445624E+06   0.191114E+03
   796   0.255227E+04   0.158564E+02  -0.998208E+02   0.444759E+06   0.190737E+03
   797   0.255583E+04   0.156439E+02  -0.982337E+02   0.443896E+06   0.190351E+03
   798   0.255920E+04   0.154358E+02  -0.966243E+02   0.443036E+06   0.189956E+03
   799   0.256240E+04   0.152321E+02  -0.949933E+02   0.442178E+06   0.189552E+03
   800   0.256541E+04   0.150329E+02  -0.933400E+02   0.441323E+06   0.189138E+03
   801   0.256824E+04   0.148383E+02  -0.916666E+02   0.440471E+06   0.188715E+03
   802   0.257089E+04   0.146483E+02  -0.899724E+02   0.439621E+06   0.188283E+03
   803   0.257334E+04   0.144630E+02  -0.882582E+02   0.438774E+06   0.187842E+03
   804   0.257561E+04   0.142825E+02  -0.865253E+02   0.437929E+06   0.187393E+03
   805   0.257767E+04   0.141070E+02  -0.847732E+02   0.437086E+06   0.186935E+03
   806   0.257953E+04   0.139367E+02  -0.830039E+02   0.436246E+06   0.186468E+03
   807   0.258118E+04   0.137714E+02  -0.812160E+02   0.435409E+06   0.185993E+03
   808   0.258263E+04   0.136116E+02  -0.794125E+02   0.434574E+06   0.185509E+03
   809   0.258385E+04   0.134572E+02  -0.775926E+02   0.433741E+06   0.185017E+03
   810   0.258486E+04   0.133082E+02  -0.757572E+02   0.432911E+06   0.184517E+03
   811   0.258566E+04   0.131649E+02  -0.739077E+02   0.432083E+06   0.184009E+03
   812   0.258625E+04   0.130270E+02  -0.720449E+02   0.431258E+06   0.183493E+03
   813   0.258664E+04   0.128948E+02  -0.701698E+02   0.430435E+06   0.182970E+03
   814   0.258683E+04   0.127682E+02  -0.682832E+02   0.429614E+06   0.182438E+03
   815   0.258682E+04   0.126473E+02  -0.663861E+02   0.428796E+06   0.181899E+03
   816   0.258662E+04   0.125321E+02  -0.644793E+02   0.427980E+06   0.181353E+03
   817   0.258622E+04   0.124228E+02  -0.625633E+02   0.427167E+06   0.180799E+03
   818   0.258561E+04   0.123193E+02  -0.606384E+02   0.426356E+06   0.180238E+03
   819   0.258480E+04   0.122217E+02  -0.587050E+02   0.425547E+06   0.179669E+03
   820   0.258378E+04   0.121302E+02  -0.567636E+02   0.424740E+06   0.179094E+03
   821   0.258253E+04   0.120446E+02  -0.548145E+02   0.423936E+06   0.178512E+03
   822   0.258106E+04   0.119653E+02  -0.528580E+02   0.423135E+06   0.177923E+03
   823   0.257936E+04   0.118921E+02  -0.508947E+02   0.422335E+06   0.177327E+03
   824   0.257743E+04   0.118252E+02  -0.489256E+02   0.421538E+06   0.176725E+03
   825   0.257529E+04   0.117645E+02  -0.469518E+02   0.420743E+06   0.176116E+03
   826   0.257294E+04   0.117101E+02  -0.449746E+02   0.419950E+06   0.175501E+03
   827   0.257037E+04   0.116620E+02  -0.429952E+02   0.419160E+06   0.174879E+03
   828   0.256760E+04   0.116201E+02  -0.410146E+02   0.418372E+06   0.174251E+03
   829   0.256464E+04   0.115846E+02  -0.390340E+02   0.417586E+06   0.173618E+03
   830   0.256148E+04   0.115555E+02  -0.370546E+02   0.416802E+06   0.172978E+03
   831   0.255813E+04   0.115327E+02  -0.350766E+02   0.416021E+06   0.172333E+03
   832   0.255457E+04   0.115163E+02  -0.331006E+02   0.415242E+06   0.171682E+03
   833   0.255081E+04   0.115063E+02  -0.311268E+02   0.414465E+06   0.171025E+03
   834   0.254685E+04   0.115028E+02  -0.291556E+02   0.413690E+06   0.170363E+03
   835   0.254268E+04   0.115058E+02  -0.271875E+02   0.412917E+06   0.169695E+03
   836   0.253828E+04   0.115153E+02  -0.252226E+02   0.412147E+06   0.169022E+03
   837   0.253367E+04   0.115313E+02  -0.232615E+02   0.411379E+06   0.168344E+03
   838   0.252884E+04   0.115539E+02  -0.213050E+02   0.410612E+06   0.167661E+03
   839   0.252380E+04   0.115829E+02  -0.193543E+02   0.409848E+06   0.166973E+03
   840   0.251856E+04   0.116184E+02  -0.174101E+02   0.409087E+06   0.166280E+03
   841   0.251312E+04   0.116603E+02  -0.154737E+02   0.408327E+06   0.165582E+03
   842   0.250749E+04   0.117086E+02  -0.135459E+02   0.407569E+06   0.164880E+03
   843   0.250167E+04   0.117632E+02  -0.116277E+02   0.406814E+06   0.164173E+03
   844   0.249567E+04   0.118240E+02  -0.972011E+01   0.406060E+06   0.163462E+03
   845   0.248948E+04   0.118912E+02  -0.782367E+01   0.405309E+06   0.162746E+03
   846   0.248312E+04   0.119646E+02  -0.593908E+01   0.404560E+06   0.162027E+03
   847   0.247656E+04   0.120445E+02  -0.406681E+01   0.403813E+06   0.161303E+03
   848   0.246981E+04   0.121306E+02  -0.220747E+01   0.403068E+06   0.160575E+03
   849   0.246288E+04   0.122232E+02  -0.361622E+00   0.402324E+06   0.159844E+03
   850   0.245574E+04   0.123221E+02   0.147016E+01   0.401583E+06   0.159109E+03
   851   0.244841E+04   0.124275E+02   0.328733E+01   0.400844E+06   0.158370E+03
   852   0.244090E+04   0.125392E+02   0.508936E+01   0.400107E+06   0.157627E+03
   853   0.243320E+04   0.126571E+02   0.687573E+01   0.399372E+06   0.156881E+03
   854   0.242531E+04   0.127811E+02   0.864595E+01   0.398639E+06   0.156132E+03
   855   0.241726E+04   0.129111E+02   0.103995E+02   0.397909E+06   0.155379E+03
   856   0.240903E+04   0.130470E+02   0.121359E+02   0.397180E+06   0.154622E+03
   857   0.240064E+04   0.131887E+02   0.138546E+02   0.396453E+06   0.153863E+03
   858   0.239210E+04   0.133361E+02   0.155550E+02   0.395728E+06   0.153100E+03
   859   0.238340E+04   0.134892E+02   0.172364E+02   0.395004E+06   0.152333E+03
   860   0.237455E+04   0.136480E+02   0.188978E+02   0.394283E+06   0.151564E+03
   861   0.236555E+04   0.138125E+02   0.205385E+02   0.393564E+06   0.150791E+03
   862   0.235639E+04   0.139826E+02   0.221575E+02   0.392847E+06   0.150015E+03
   863   0.234709E+04   0.141583E+02   0.237540E+02   0.392132E+06   0.149236E+03
   864   0.233765E+04   0.143397E+02   0.253270E+02   0.391418E+06   0.148453E+03
   865   0.232805E+04   0.145266E+02   0.268758E+02   0.390707E+06   0.147668E+03
   866   0.231832E+04   0.147190E+02   0.284002E+02   0.389998E+06   0.146880E+03
   867   0.230845E+04   0.149168E+02   0.299000E+02   0.389290E+06   0.146089E+03
   868   0.229843E+04   0.151199E+02   0.313750E+02   0.388584E+06   0.145295E+03
   869   0.228827E+04   0.153282E+02   0.328251E+02   0.387881E+06   0.144498E+03
   870   0.227798E+04   0.155417E+02   0.342500E+02   0.387179E+06   0.143698E+03
   871   0.226755E+04   0.157602E+02   0.356496E+02   0.386479E+06   0.142895E+03
   872   0.225700E+04   0.159836E+02   0.370238E+02   0.385781E+06   0.142090E+03
   873   0.224631E+04   0.162118E+02   0.383719E+02   0.385085E+06   0.141282E+03
   874   0.223551E+04   0.164447E+02   0.396935E+02   0.384390E+06   0.140471E+03
   875   0.222458E+04   0.166822E+02   0.409879E+02   0.383698E+06   0.139658E+03
   876   0.221355E+04   0.169241E+02   0.422546E+02   0.383007E+06   0.138842E+03
   877   0.220240E+04   0.171704E+02   0.434930E+02   0.382318E+06   0.138023E+03
   878   0.219116E+04   0.174209E+02   0.447026E+02   0.381631E+06   0.137202E+03
   879   0.217982E+04   0.176756E+02   0.458829E+02   0.380946E+06   0.136379E+03
   880   0.216839E+04   0.179343E+02   0.470332E+02   0.380263E+06   0.135553E+03
   881   0.215687E+04   0.181969E+02   0.481532E+02   0.379581E+06   0.134725E+03
   882   0.214526E+04   0.184635E+02   0.492423E+02   0.378901E+06   0.133894E+03
   883   0.213356E+04   0.187338E+02   0.503000E+02   0.378224E+06   0.133061E+03
   884   0.212177E+04   0.190078E+02   0.513259E+02   0.377547E+06   0.132226E+03
   885   0.210990E+04   0.192855E+02   0.523195E+02   0.376873E+06   0.131389E+03
   886   0.209795E+04   0.195667E+02   0.532802E+02   0.376200E+06   0.130550E+03
   887   0.208592E+04   0.198514E+02   0.542081E+02   0.375530E+06   0.129708E+03
   888   0.207382E+04   0.201395E+02   0.551029E+02   0.374861E+06   0.128864E+03
   889   0.206164E+04   0.204307E+02   0.559649E+02   0.374193E+06   0.128019E+03
   890   0.204940E+04   0.207249E+02   0.567937E+02   0.373528E+06   0.127171E+03
   891   0.203709E+04   0.210222E+02   0.575894E+02   0.372864E+06   0.126321E+03
   892   0.202473E+04   0.213223E+02   0.583520E+02   0.372202E+06   0.125470E+03
   893   0.201230E+04   0.216251E+02   0.590813E+02   0.371542E+06   0.124617E+03
   894   0.199983E+04   0.219304E+02   0.597773E+02   0.370883E+06   0.123761E+03
   895   0.198730E+04   0.222382E+02   0.604397E+02   0.370226E+06   0.122904E+03
   896   0.197473E+04   0.225483E+02   0.610685E+02   0.369571E+06   0.122045E+03
   897   0.196211E+04   0.228605E+02   0.616635E+02   0.368917E+06   0.121185E+03
   898   0.194946E+04   0.231747E+02   0.622245E+02   0.368266E+06   0.120323E+03
   899   0.193678E+04   0.234907E+02   0.627515E+02   0.367615E+06   0.119459E+03
   900   0.192407E+04   0.238085E+02   0.632443E+02   0.366967E+06   0.118594E+03
   901   0.191133E+04   0.241277E+02   0.637027E+02   0.366320E+06   0.117727E+03
   902   0.189858E+04   0.244485E+02   0.641268E+02   0.365675E+06   0.116859E+03
   903   0.188581E+04   0.247706E+02   0.645162E+02   0.365032E+06   0.115989E+03
   904   0.187302E+04   0.250939E+02   0.648709E+02   0.364390E+06   0.115118E+03
   905   0.186023E+04   0.254182E+02   0.651909E+02   0.363750E+06   0.114246E+03
   906   0.184743E+04   0.257436E+02   0.654760E+02   0.363111E+06   0.113373E+03
   907   0.183464E+04   0.260697E+02   0.657261E+02   0.362474E+06   0.112498E+03
   908   0.182184E+04   0.263965E+02   0.659413E+02   0.361839E+06   0.111623E+03
   909   0.180906E+04   0.267239E+02   0.661215E+02   0.361206E+06   0.110747E+03
   910   0.179628E+04   0.270518E+02   0.662669E+02   0.360574E+06   0.109871E+03
   911   0.178352E+04   0.273800E+02   0.663776E+02   0.359943E+06   0.108993E+03
   912   0.177077E+04   0.277085E+02   0.664535E+02   0.359314E+06   0.108115E+03
   913   0.175805E+04   0.280370E+02   0.664948E+02   0.358687E+06   0.107237E+03
   914   0.174536E+04   0.283655E+02   0.665015E+02   0.358062E+06   0.106358E+03
   915   0.173268E+04   0.286939E+02   0.664737E+02   0.357438E+06   0.105479E+03
   916   0.172004E+04   0.290220E+02   0.664116E+02   0.356815E+06   0.104600E+03
   917   0.170743E+04   0.293496E+02   0.663152E+02   0.356195E+06   0.103720E+03
   918   0.169486E+04   0.296767E+02   0.661847E+02   0.355576E+06   0.102841E+03
   919   0.168232E+04   0.300031E+02   0.660202E+02   0.354958E+06   0.101961E+03
   920   0.166983E+04   0.303286E+02   0.658219E+02   0.354342E+06   0.101082E+03
   921   0.165738E+04   0.306531E+02   0.655898E+02   0.353727E+06   0.100203E+03
   922   0.164498E+04   0.309765E+02   0.653243E+02   0.353115E+06   0.993241E+02
   923   0.163264E+04   0.312986E+02   0.650258E+02   0.352503E+06   0.984457E+02
   924   0.162034E+04   0.316195E+02   0.646944E+02   0.351893E+06   0.975678E+02
   925   0.160811E+04   0.319388E+02   0.643306E+02   0.351285E+06   0.966905E+02
   926   0.159594E+04   0.322565E+02   0.639348E+02   0.350678E+06   0.958139E+02
   927   0.158384E+04   0.325725E+02   0.635072E+02   0.350073E+06   0.949380E+02
   928   0.157181E+04   0.328866E+02   0.630481E+02   0.349470E+06   0.940629E+02
   929   0.155985E+04   0.331988E+02   0.625580E+02   0.348868E+06   0.931888E+02
   930   0.154797E+04   0.335088E+02   0.620369E+02   0.348267E+06   0.923156E+02
   931   0.153616E+04   0.338166E+02   0.614852E+02   0.347668E+06   0.914436E+02
   932   0.152445E+04   0.341220E+02   0.609031E+02   0.347070E+06   0.905728E+02
   933   0.151281E+04   0.344249E+02   0.602911E+02   0.346474E+06   0.897032E+02
   934   0.150126E+04   0.347251E+02   0.596491E+02   0.345880E+06   0.888351E+02
   935   0.148981E+04   0.350225E+02   0.589777E+02   0.345287E+06   0.879683E+02
   936   0.147844E+04   0.353170E+02   0.582771E+02   0.344695E+06   0.871032E+02
   937   0.146717E+04   0.356085E+02   0.575477E+02   0.344105E+06   0.862396E+02
   938   0.145599E+04   0.358969E+02   0.567899E+02   0.343516E+06   0.853778E+02
   939   0.144492E+04   0.361820E+02   0.560041E+02   0.342929E+06   0.845177E+02
   940   0.143395E+04   0.364636E+02   0.551907E+02   0.342344E+06   0.836596E+02
   941   0.142308E+04   0.367418E+02   0.543499E+02   0.341759E+06   0.828035E+02
   942   0.141232E+04   0.370164E+02   0.534822E+02   0.341177E+06   0.819494E+02
   943   0.140168E+04   0.372871E+02   0.525881E+02   0.340595E+06   0.810975E+02
   944   0.139114E+04   0.375541E+02   0.516680E+02   0.340015E+06   0.802478E+02
   945   0.138073E+04   0.378171E+02   0.507225E+02   0.339437E+06   0.794004E+02
   946   0.137042E+04   0.380761E+02   0.497518E+02   0.338860E+06   0.785555E+02
   947   0.136024E+04   0.383309E+02   0.487567E+02   0.338285E+06   0.777131E+02
   948   0.135018E+04   0.385815E+02   0.477375E+02   0.337710E+06   0.768733E+02
   949   0.134024E+04   0.388278E+02   0.466946E+02   0.337138E+06   0.760362E+02
   950   0.133043E+04   0.390697E+02   0.456287E+02   0.336566E+06   0.752018E+02
   951   0.132075E+04   0.393069E+02   0.445401E+02   0.335997E+06   0.743703E+02
   952   0.131120E+04   0.395396E+02   0.434293E+02   0.335428E+06   0.735417E+02
   953   0.130178E+04   0.397674E+02   0.422968E+02   0.334861E+06   0.727161E+02
   954   0.129249E+04   0.399905E+02   0.411431E+02   0.334296E+06   0.718934E+02
   955   0.128333E+04   0.402085E+02   0.399687E+02   0.333731E+06   0.710738E+02
   956   0.127432E+04   0.404215E+02   0.387741E+02   0.333168E+06   0.702572E+02
   957   0.126544E+04   0.406294E+02   0.375598E+02   0.332607E+06   0.694437E+02
   958   0.125670E+04   0.408322E+02   0.363265E+02   0.332047E+06   0.686334E+02
   959   0.124809E+04   0.410297E+02   0.350750E+02   0.331488E+06   0.678263E+02
   960   0.123964E+04   0.412219E+02   0.338058E+02   0.330931E+06   0.670224E+02
   961   0.123133E+04   0.414088E+02   0.325195E+02   0.330375E+06   0.662217E+02
   962   0.122316E+04   0.415903E+02   0.312169E+02   0.329820E+06   0.654244E+02
   963   0.121515E+04   0.417664E+02   0.298986E+02   0.329267E+06   0.646304E+02
   964   0.120728E+04   0.419369E+02   0.285650E+02   0.328715E+06   0.638398E+02
   965   0.119956E+04   0.421019E+02   0.272169E+02   0.328165E+06   0.630527E+02
   966   0.119200E+04   0.422612E+02   0.258546E+02   0.327616E+06   0.622690E+02
   967   0.118458E+04   0.424148E+02   0.244790E+02   0.327068E+06   0.614888E+02
   968   0.117732E+04   0.425626E+02   0.230904E+02   0.326522E+06   0.607122E+02
   969   0.117021E+04   0.427045E+02   0.216894E+02   0.325976E+06   0.599391E+02
   970   0.116326E+04   0.428404E+02   0.202767E+02   0.325433E+06   0.591698E+02
   971   0.115645E+04   0.429704E+02   0.188528E+02   0.324890E+06   0.584040E+02
   972   0.114981E+04   0.430943E+02   0.174184E+02   0.324349E+06   0.576420E+02
   973   0.114332E+04   0.432122E+02   0.159740E+02   0.323809E+06   0.568838E+02
   974   0.113699E+04   0.433240E+02   0.145204E+02   0.323271E+06   0.561293E+02
   975   0.113081E+04   0.434296E+02   0.130582E+02   0.322734E+06   0.553787E+02
   976   0.112478E+04   0.435291E+02   0.115879E+02   0.322198E+06   0.546320E+02
   977   0.111892E+04   0.436223E+02   0.101103E+02   0.321664E+06   0.538892E+02
   978   0.111322E+04   0.437093E+02   0.862586E+01   0.321130E+06   0.531503E+02
   979   0.110767E+04   0.437901E+02   0.713527E+01   0.320599E+06   0.524155E+02
   980   0.110229E+04   0.438645E+02   0.563910E+01   0.320068E+06   0.516847E+02
   981   0.109706E+04   0.439328E+02   0.413794E+01   0.319539E+06   0.509579E+02
   982   0.109199E+04   0.439946E+02   0.263239E+01   0.319011E+06   0.502353E+02
   983   0.108707E+04   0.440503E+02   0.112305E+01   0.318484E+06   0.495169E+02
   984   0.108232E+04   0.440995E+02  -0.389502E+00   0.317959E+06   0.488027E+02
   985   0.107772E+04   0.441424E+02  -0.190471E+01   0.317434E+06   0.480927E+02
   986   0.107328E+04   0.441788E+02  -0.342204E+01   0.316912E+06   0.473869E+02
   987   0.106900E+04   0.442089E+02  -0.494095E+01   0.316390E+06   0.466856E+02
   988   0.106488E+04   0.442325E+02  -0.646093E+01   0.315870E+06   0.459885E+02
   989   0.106091E+04   0.442496E+02  -0.798143E+01   0.315351E+06   0.452959E+02
   990   0.105710E+04   0.442602E+02  -0.950186E+01   0.314833E+06   0.446078E+02
   991   0.105345E+04   0.442642E+02  -0.110218E+02   0.314316E+06   0.439241E+02
   992   0.104996E+04   0.442618E+02  -0.125405E+02   0.313801E+06   0.432450E+02
   993   0.104661E+04   0.442528E+02  -0.140573E+02   0.313287E+06   0.425704E+02
   994   0.104343E+04   0.442373E+02  -0.155716E+02   0.312774E+06   0.419004E+02
   995   0.104040E+04   0.442153E+02  -0.170828E+02   0.312263E+06   0.412351E+02
   996   0.103753E+04   0.441869E+02  -0.185901E+02   0.311752E+06   0.405745E+02
   997   0.103481E+04   0.441520E+02  -0.200930E+02   0.311243E+06   0.399186E+02
   998   0.103225E+04   0.441106E+02  -0.215908E+02   0.310735E+06   0.392675E+02
   999   0.102983E+04   0.440629E+02  -0.230826E+02   0.310229E+06   0.386212E+02
  1000   0.102757E+04   0.440086E+02  -0.245680E+02   0.309723E+06   0.379797E+02
  1001   0.102546E+04   0.439479E+02  -0.260461E+02   0.309219E+06   0.373432E+02
  1002   0.102350E+04   0.438808E+02  -0.275162E+02   0.308716E+06   0.367115E+02
  1003   0.102167E+04   0.438072E+02  -0.289776E+02   0.308214E+06   0.360848E+02
  1004   0.102000E+04   0.437272E+02  -0.304296E+02   0.307714E+06   0.354630E+02
  1005   0.101846E+04   0.436406E+02  -0.318714E+02   0.307215E+06   0.348462E+02
  1006   0.101707E+04   0.435478E+02  -0.333028E+02   0.306716E+06   0.342344E+02
  1007   0.101582E+04   0.434489E+02  -0.347233E+02   0.306219E+06   0.336275E+02
  1008   0.101470E+04   0.433439E+02  -0.361328E+02   0.305724E+06   0.330256E+02
  1009   0.101373E+04   0.432330E+02  -0.375308E+02   0.305229E+06   0.324288E+02
  1010   0.101288E+04   0.431165E+02  -0.389170E+02   0.304736E+06   0.318370E+02
  1011   0.101217E+04   0.429944E+02  -0.402910E+02   0.304244E+06   0.312502E+02
  1012   0.101159E+04   0.428668E+02  -0.416526E+02   0.303753E+06   0.306686E+02
  1013   0.101113E+04   0.427338E+02  -0.430015E+02   0.303263E+06   0.300919E+02
  1014   0.101082E+04   0.425953E+02  -0.443368E+02   0.302774E+06   0.295204E+02
  1015   0.101063E+04   0.424511E+02  -0.456584E+02   0.302287E+06   0.289540E+02
  1016   0.101056E+04   0.423013E+02  -0.469657E+02   0.301800E+06   0.283927E+02
  1017   0.101064E+04   0.421458E+02  -0.482584E+02   0.301315E+06   0.278366E+02
  1018   0.101083E+04   0.419845E+02  -0.495358E+02   0.300831E+06   0.272856E+02
  1019   0.101114E+04   0.418174E+02  -0.507976E+02   0.300349E+06   0.267398E+02
  1020   0.101159E+04   0.416446E+02  -0.520429E+02   0.299867E+06   0.261992E+02
  1021   0.101215E+04   0.414663E+02  -0.532712E+02   0.299386E+06   0.256638E+02
  1022   0.101283E+04   0.412826E+02  -0.544818E+02   0.298907E+06   0.251336E+02
  1023   0.101362E+04   0.410938E+02  -0.556738E+02   0.298429E+06   0.246087E+02
  1024   0.101452E+04   0.408998E+02  -0.568466E+02   0.297952E+06   0.240889E+02
  1025   0.101552E+04   0.407011E+02  -0.579995E+02   0.297476E+06   0.235745E+02
  1026   0.101663E+04   0.404976E+02  -0.591317E+02   0.297001E+06   0.230653E+02
  1027   0.101784E+04   0.402894E+02  -0.602435E+02   0.296528E+06   0.225615E+02
  1028   0.101915E+04   0.400766E+02  -0.613348E+02   0.296055E+06   0.220629E+02
  1029   0.102056E+04   0.398593E+02  -0.624055E+02   0.295584E+06   0.215697E+02
  1030   0.102207E+04   0.396374E+02  -0.634558E+02   0.295114E+06   0.210818E+02
  1031   0.102368E+04   0.394112E+02  -0.644859E+02   0.294644E+06   0.205993E+02
  1032   0.102538E+04   0.391806E+02  -0.654955E+02   0.294176E+06   0.201221E+02
  1033   0.102718E+04   0.389456E+02  -0.664850E+02   0.293710E+06   0.196504E+02
  1034   0.102907E+04   0.387065E+02  -0.674535E+02   0.293244E+06   0.191840E+02
  1035   0.103106E+04   0.384633E+02  -0.684005E+02   0.292779E+06   0.187231E+02
  1036   0.103313E+04   0.382162E+02  -0.693254E+02   0.292316E+06   0.182676E+02
