#    L    TT             EE             BB             TE             PP             TP             EP          
   434   0.179394E+04   0.188280E+02   0.000000E+00  -0.552329E+02   0.234533E-07   0.135442E-04   0.161806E-05
   435   0.180116E+04   0.186871E+02   0.000000E+00  -0.564095E+02   0.233801E-07   0.132761E-04   0.162490E-05
   436   0.180862E+04   0.185436E+02   0.000000E+00  -0.575551E+02   0.233073E-07   0.130109E-04   0.163130E-05
   437   0.181631E+04   0.183977E+02   0.000000E+00  -0.586691E+02   0.232348E-07   0.127488E-04   0.163722E-05
   438   0.182422E+04   0.182494E+02   0.000000E+00  -0.597513E+02   0.231626E-07   0.124899E-04   0.164264E-05
   439   0.183236E+04   0.180987E+02   0.000000E+00  -0.608011E+02   0.230907E-07   0.122344E-04   0.164753E-05
   440   0.184071E+04   0.179457E+02   0.000000E+00  -0.618183E+02   0.230192E-07   0.119823E-04   0.165187E-05
   441   0.184925E+04   0.177905E+02   0.000000E+00  -0.628025E+02   0.229479E-07   0.117337E-04   0.165562E-05
   442   0.185798E+04   0.176332E+02   0.000000E+00  -0.637535E+02   0.228770E-07   0.114888E-04   0.165877E-05
   443   0.186690E+04   0.174739E+02   0.000000E+00  -0.646708E+02   0.228063E-07   0.112476E-04   0.166129E-05
   444   0.187599E+04   0.173126E+02   0.000000E+00  -0.655542E+02   0.227360E-07   0.110104E-04   0.166314E-05
   445   0.188524E+04   0.171494E+02   0.000000E+00  -0.664033E+02   0.226660E-07   0.107771E-04   0.166431E-05
   446   0.189465E+04   0.169845E+02   0.000000E+00  -0.672180E+02   0.225963E-07   0.105479E-04   0.166477E-05
   447   0.190421E+04   0.168179E+02   0.000000E+00  -0.679982E+02   0.225269E-07   0.103230E-04   0.166449E-05
   448   0.191392E+04   0.166498E+02   0.000000E+00  -0.687436E+02   0.224578E-07   0.101024E-04   0.166344E-05
   449   0.192378E+04   0.164802E+02   0.000000E+00  -0.694542E+02   0.223890E-07   0.988632E-05   0.166161E-05
   450   0.193376E+04   0.163090E+02   0.000000E+00  -0.701298E+02   0.223205E-07   0.967477E-05   0.165896E-05
   451   0.194389E+04   0.161366E+02   0.000000E+00  -0.707703E+02   0.222523E-07   0.946787E-05   0.165547E-05
   452   0.195414E+04   0.159630E+02   0.000000E+00  -0.713755E+02   0.221844E-07   0.926559E-05   0.165116E-05
   453   0.196451E+04   0.157882E+02   0.000000E+00  -0.719453E+02   0.221167E-07   0.906788E-05   0.164605E-05
   454   0.197499E+04   0.156124E+02   0.000000E+00  -0.724794E+02   0.220494E-07   0.887468E-05   0.164015E-05
   455   0.198557E+04   0.154357E+02   0.000000E+00  -0.729776E+02   0.219824E-07   0.868593E-05   0.163350E-05
   456   0.199623E+04   0.152580E+02   0.000000E+00  -0.734397E+02   0.219156E-07   0.850157E-05   0.162610E-05
   457   0.200698E+04   0.150795E+02   0.000000E+00  -0.738657E+02   0.218492E-07   0.832155E-05   0.161798E-05
   458   0.201779E+04   0.149004E+02   0.000000E+00  -0.742551E+02   0.217830E-07   0.814580E-05   0.160916E-05
   459   0.202866E+04   0.147206E+02   0.000000E+00  -0.746081E+02   0.217171E-07   0.797427E-05   0.159966E-05
   460   0.203959E+04   0.145404E+02   0.000000E+00  -0.749247E+02   0.216515E-07   0.780691E-05   0.158950E-05
   461   0.205056E+04   0.143597E+02   0.000000E+00  -0.752042E+02   0.215862E-07   0.764364E-05   0.157870E-05
   462   0.206159E+04   0.141787E+02   0.000000E+00  -0.754489E+02   0.215211E-07   0.748442E-05   0.156727E-05
   463   0.207265E+04   0.139977E+02   0.000000E+00  -0.756571E+02   0.214564E-07   0.732919E-05   0.155525E-05
   464   0.208376E+04   0.138165E+02   0.000000E+00  -0.758298E+02   0.213919E-07   0.717788E-05   0.154265E-05
   465   0.209490E+04   0.136354E+02   0.000000E+00  -0.759668E+02   0.213277E-07   0.703045E-05   0.152948E-05
   466   0.210607E+04   0.134545E+02   0.000000E+00  -0.760689E+02   0.212638E-07   0.688683E-05   0.151578E-05
   467   0.211726E+04   0.132739E+02   0.000000E+00  -0.761353E+02   0.212001E-07   0.674696E-05   0.150156E-05
   468   0.212846E+04   0.130936E+02   0.000000E+00  -0.761669E+02   0.211367E-07   0.661079E-05   0.148684E-05
   469   0.213967E+04   0.129138E+02   0.000000E+00  -0.761636E+02   0.210736E-07   0.647826E-05   0.147164E-05
   470   0.215087E+04   0.127345E+02   0.000000E+00  -0.761254E+02   0.210108E-07   0.634931E-05   0.145598E-05
   471   0.216205E+04   0.125559E+02   0.000000E+00  -0.760516E+02   0.209482E-07   0.622389E-05   0.143989E-05
   472   0.217321E+04   0.123781E+02   0.000000E+00  -0.759436E+02   0.208859E-07   0.610192E-05   0.142337E-05
   473   0.218433E+04   0.122011E+02   0.000000E+00  -0.758000E+02   0.208239E-07   0.598337E-05   0.140646E-05
   474   0.219541E+04   0.120250E+02   0.000000E+00  -0.756229E+02   0.207621E-07   0.586816E-05   0.138917E-05
   475   0.220645E+04   0.118500E+02   0.000000E+00  -0.754109E+02   0.207006E-07   0.575625E-05   0.137153E-05
   476   0.221744E+04   0.116762E+02   0.000000E+00  -0.751648E+02   0.206394E-07   0.564757E-05   0.135354E-05
   477   0.222837E+04   0.115035E+02   0.000000E+00  -0.748853E+02   0.205784E-07   0.554206E-05   0.133524E-05
   478   0.223925E+04   0.113323E+02   0.000000E+00  -0.745724E+02   0.205176E-07   0.543967E-05   0.131664E-05
   479   0.225008E+04   0.111626E+02   0.000000E+00  -0.742270E+02   0.204572E-07   0.534034E-05   0.129777E-05
   480   0.226084E+04   0.109945E+02   0.000000E+00  -0.738487E+02   0.203970E-07   0.524401E-05   0.127864E-05
   481   0.227153E+04   0.108280E+02   0.000000E+00  -0.734382E+02   0.203370E-07   0.515063E-05   0.125927E-05
   482   0.228214E+04   0.106633E+02   0.000000E+00  -0.729957E+02   0.202773E-07   0.506013E-05   0.123969E-05
   483   0.229266E+04   0.105005E+02   0.000000E+00  -0.725216E+02   0.202178E-07   0.497245E-05   0.121991E-05
   484   0.230309E+04   0.103397E+02   0.000000E+00  -0.720164E+02   0.201586E-07   0.488755E-05   0.119996E-05
   485   0.231341E+04   0.101810E+02   0.000000E+00  -0.714802E+02   0.200997E-07   0.480536E-05   0.117985E-05
   486   0.232362E+04   0.100244E+02   0.000000E+00  -0.709136E+02   0.200410E-07   0.472582E-05   0.115961E-05
   487   0.233371E+04   0.987002E+01   0.000000E+00  -0.703168E+02   0.199825E-07   0.464888E-05   0.113925E-05
   488   0.234368E+04   0.971812E+01   0.000000E+00  -0.696904E+02   0.199243E-07   0.457447E-05   0.111880E-05
   489   0.235353E+04   0.956859E+01   0.000000E+00  -0.690348E+02   0.198663E-07   0.450255E-05   0.109827E-05
   490   0.236324E+04   0.942165E+01   0.000000E+00  -0.683506E+02   0.198086E-07   0.443305E-05   0.107769E-05
   491   0.237282E+04   0.927740E+01   0.000000E+00  -0.676383E+02   0.197511E-07   0.436591E-05   0.105707E-05
   492   0.238227E+04   0.913581E+01   0.000000E+00  -0.668982E+02   0.196939E-07   0.430108E-05   0.103645E-05
   493   0.239158E+04   0.899704E+01   0.000000E+00  -0.661311E+02   0.196368E-07   0.423849E-05   0.101582E-05
   494   0.240076E+04   0.886124E+01   0.000000E+00  -0.653373E+02   0.195801E-07   0.417810E-05   0.995228E-06
   495   0.240978E+04   0.872849E+01   0.000000E+00  -0.645174E+02   0.195235E-07   0.411984E-05   0.974680E-06
   496   0.241865E+04   0.859878E+01   0.000000E+00  -0.636719E+02   0.194672E-07   0.406365E-05   0.954199E-06
   497   0.242736E+04   0.847226E+01   0.000000E+00  -0.628013E+02   0.194111E-07   0.400948E-05   0.933805E-06
   498   0.243591E+04   0.834901E+01   0.000000E+00  -0.619063E+02   0.193553E-07   0.395727E-05   0.913518E-06
   499   0.244429E+04   0.822910E+01   0.000000E+00  -0.609873E+02   0.192997E-07   0.390695E-05   0.893360E-06
   500   0.245248E+04   0.811268E+01   0.000000E+00  -0.600449E+02   0.192443E-07   0.385849E-05   0.873349E-06
   501   0.246050E+04   0.799975E+01   0.000000E+00  -0.590796E+02   0.191891E-07   0.381181E-05   0.853503E-06
   502   0.246832E+04   0.789045E+01   0.000000E+00  -0.580921E+02   0.191342E-07   0.376690E-05   0.833821E-06
   503   0.247595E+04   0.778479E+01   0.000000E+00  -0.570830E+02   0.190795E-07   0.372374E-05   0.814302E-06
   504   0.248339E+04   0.768300E+01   0.000000E+00  -0.560532E+02   0.190250E-07   0.368231E-05   0.794941E-06
   505   0.249065E+04   0.758498E+01   0.000000E+00  -0.550032E+02   0.189707E-07   0.364259E-05   0.775737E-06
   506   0.249770E+04   0.749091E+01   0.000000E+00  -0.539337E+02   0.189167E-07   0.360457E-05   0.756684E-06
   507   0.250456E+04   0.740086E+01   0.000000E+00  -0.528454E+02   0.188629E-07   0.356822E-05   0.737781E-06
   508   0.251122E+04   0.731490E+01   0.000000E+00  -0.517391E+02   0.188093E-07   0.353354E-05   0.719024E-06
   509   0.251767E+04   0.723311E+01   0.000000E+00  -0.506153E+02   0.187559E-07   0.350049E-05   0.700410E-06
   510   0.252392E+04   0.715553E+01   0.000000E+00  -0.494749E+02   0.187028E-07   0.346907E-05   0.681935E-06
   511   0.252997E+04   0.708225E+01   0.000000E+00  -0.483184E+02   0.186498E-07   0.343926E-05   0.663598E-06
   512   0.253581E+04   0.701330E+01   0.000000E+00  -0.471466E+02   0.185971E-07   0.341103E-05   0.645394E-06
   513   0.254143E+04   0.694877E+01   0.000000E+00  -0.459602E+02   0.185446E-07   0.338437E-05   0.627320E-06
   514   0.254684E+04   0.688872E+01   0.000000E+00  -0.447599E+02   0.184923E-07   0.335926E-05   0.609374E-06
   515   0.255204E+04   0.683320E+01   0.000000E+00  -0.435463E+02   0.184402E-07   0.333569E-05   0.591551E-06
   516   0.255701E+04   0.678228E+01   0.000000E+00  -0.423203E+02   0.183883E-07   0.331363E-05   0.573850E-06
   517   0.256177E+04   0.673600E+01   0.000000E+00  -0.410825E+02   0.183367E-07   0.329307E-05   0.556267E-06
   518   0.256629E+04   0.669442E+01   0.000000E+00  -0.398336E+02   0.182853E-07   0.327399E-05   0.538798E-06
   519   0.257060E+04   0.665760E+01   0.000000E+00  -0.385745E+02   0.182340E-07   0.325637E-05   0.521440E-06
   520   0.257466E+04   0.662558E+01   0.000000E+00  -0.373058E+02   0.181830E-07   0.324019E-05   0.504191E-06
   521   0.257849E+04   0.659842E+01   0.000000E+00  -0.360284E+02   0.181322E-07   0.322545E-05   0.487047E-06
   522   0.258209E+04   0.657618E+01   0.000000E+00  -0.347428E+02   0.180816E-07   0.321210E-05   0.470006E-06
   523   0.258544E+04   0.655888E+01   0.000000E+00  -0.334498E+02   0.180312E-07   0.320015E-05   0.453063E-06
   524   0.258856E+04   0.654657E+01   0.000000E+00  -0.321504E+02   0.179810E-07   0.318957E-05   0.436216E-06
   525   0.259144E+04   0.653928E+01   0.000000E+00  -0.308450E+02   0.179310E-07   0.318035E-05   0.419461E-06
   526   0.259408E+04   0.653704E+01   0.000000E+00  -0.295345E+02   0.178812E-07   0.317246E-05   0.402796E-06
   527   0.259649E+04   0.653988E+01   0.000000E+00  -0.282196E+02   0.178317E-07   0.316589E-05   0.386217E-06
   528   0.259866E+04   0.654785E+01   0.000000E+00  -0.269012E+02   0.177823E-07   0.316062E-05   0.369722E-06
   529   0.260059E+04   0.656096E+01   0.000000E+00  -0.255798E+02   0.177331E-07   0.315663E-05   0.353306E-06
   530   0.260229E+04   0.657924E+01   0.000000E+00  -0.242563E+02   0.176841E-07   0.315391E-05   0.336968E-06
   531   0.260374E+04   0.660273E+01   0.000000E+00  -0.229316E+02   0.176354E-07   0.315243E-05   0.320703E-06
   532   0.260497E+04   0.663143E+01   0.000000E+00  -0.216064E+02   0.175868E-07   0.315219E-05   0.304508E-06
   533   0.260596E+04   0.666537E+01   0.000000E+00  -0.202815E+02   0.175384E-07   0.315315E-05   0.288381E-06
   534   0.260670E+04   0.670456E+01   0.000000E+00  -0.189577E+02   0.174903E-07   0.315531E-05   0.272318E-06
   535   0.260721E+04   0.674905E+01   0.000000E+00  -0.176359E+02   0.174423E-07   0.315864E-05   0.256317E-06
   536   0.260748E+04   0.679882E+01   0.000000E+00  -0.163168E+02   0.173945E-07   0.316312E-05   0.240373E-06
   537   0.260751E+04   0.685390E+01   0.000000E+00  -0.150012E+02   0.173469E-07   0.316875E-05   0.224484E-06
   538   0.260731E+04   0.691430E+01   0.000000E+00  -0.136898E+02   0.172995E-07   0.317550E-05   0.208647E-06
   539   0.260688E+04   0.698000E+01   0.000000E+00  -0.123834E+02   0.172523E-07   0.318335E-05   0.192858E-06
   540   0.260620E+04   0.705103E+01   0.000000E+00  -0.110828E+02   0.172053E-07   0.319228E-05   0.177115E-06
   541   0.260530E+04   0.712738E+01   0.000000E+00  -0.978865E+01   0.171585E-07   0.320229E-05   0.161414E-06
   542   0.260417E+04   0.720906E+01   0.000000E+00  -0.850178E+01   0.171118E-07   0.321334E-05   0.145752E-06
   543   0.260280E+04   0.729607E+01   0.000000E+00  -0.722289E+01   0.170654E-07   0.322542E-05   0.130126E-06
   544   0.260121E+04   0.738840E+01   0.000000E+00  -0.595270E+01   0.170191E-07   0.323852E-05   0.114533E-06
   545   0.259939E+04   0.748602E+01   0.000000E+00  -0.469192E+01   0.169731E-07   0.325261E-05   0.989697E-07
   546   0.259735E+04   0.758895E+01   0.000000E+00  -0.344122E+01   0.169272E-07   0.326768E-05   0.834326E-07
   547   0.259508E+04   0.769715E+01   0.000000E+00  -0.220132E+01   0.168815E-07   0.328371E-05   0.679189E-07
   548   0.259259E+04   0.781055E+01   0.000000E+00  -0.972893E+00   0.168360E-07   0.330069E-05   0.524254E-07
   549   0.258988E+04   0.792929E+01   0.000000E+00   0.243350E+00   0.167907E-07   0.331858E-05   0.369490E-07
   550   0.258694E+04   0.805316E+01   0.000000E+00   0.144672E+01   0.167456E-07   0.333738E-05   0.214865E-07
   551   0.258379E+04   0.818231E+01   0.000000E+00   0.263650E+01   0.167006E-07   0.335707E-05   0.603562E-08
   552   0.258043E+04   0.831658E+01   0.000000E+00   0.381196E+01   0.166558E-07   0.337764E-05  -0.940227E-08
   553   0.257685E+04   0.845597E+01   0.000000E+00   0.497240E+01   0.166112E-07   0.339908E-05  -0.248250E-07
   554   0.257307E+04   0.860048E+01   0.000000E+00   0.611710E+01   0.165668E-07   0.342137E-05  -0.402304E-07
   555   0.256909E+04   0.875005E+01   0.000000E+00   0.724533E+01   0.165226E-07   0.344451E-05  -0.556161E-07
   556   0.256490E+04   0.890467E+01   0.000000E+00   0.835638E+01   0.164785E-07   0.346849E-05  -0.709801E-07
   557   0.256052E+04   0.906426E+01   0.000000E+00   0.944960E+01   0.164346E-07   0.349329E-05  -0.863201E-07
   558   0.255594E+04   0.922883E+01   0.000000E+00   0.105242E+02   0.163909E-07   0.351891E-05  -0.101634E-06
   559   0.255117E+04   0.939830E+01   0.000000E+00   0.115798E+02   0.163474E-07   0.354534E-05  -0.116919E-06
   560   0.254620E+04   0.957267E+01   0.000000E+00   0.126155E+02   0.163041E-07   0.357256E-05  -0.132174E-06
   561   0.254106E+04   0.975180E+01   0.000000E+00   0.136309E+02   0.162609E-07   0.360057E-05  -0.147396E-06
   562   0.253572E+04   0.993575E+01   0.000000E+00   0.146253E+02   0.162179E-07   0.362935E-05  -0.162583E-06
   563   0.253021E+04   0.101244E+02   0.000000E+00   0.155981E+02   0.161751E-07   0.365890E-05  -0.177733E-06
   564   0.252452E+04   0.103177E+02   0.000000E+00   0.165486E+02   0.161324E-07   0.368920E-05  -0.192844E-06
   565   0.251865E+04   0.105156E+02   0.000000E+00   0.174764E+02   0.160899E-07   0.372025E-05  -0.207912E-06
   566   0.251261E+04   0.107181E+02   0.000000E+00   0.183810E+02   0.160476E-07   0.375203E-05  -0.222937E-06
   567   0.250640E+04   0.109250E+02   0.000000E+00   0.192616E+02   0.160055E-07   0.378454E-05  -0.237916E-06
   568   0.250002E+04   0.111364E+02   0.000000E+00   0.201178E+02   0.159635E-07   0.381776E-05  -0.252847E-06
   569   0.249348E+04   0.113521E+02   0.000000E+00   0.209492E+02   0.159217E-07   0.385168E-05  -0.267727E-06
   570   0.248678E+04   0.115721E+02   0.000000E+00   0.217551E+02   0.158800E-07   0.388630E-05  -0.282555E-06
   571   0.247992E+04   0.117963E+02   0.000000E+00   0.225350E+02   0.158386E-07   0.392160E-05  -0.297328E-06
   572   0.247291E+04   0.120246E+02   0.000000E+00   0.232887E+02   0.157973E-07   0.395758E-05  -0.312044E-06
   573   0.246575E+04   0.122570E+02   0.000000E+00   0.240154E+02   0.157561E-07   0.399422E-05  -0.326700E-06
   574   0.245845E+04   0.124934E+02   0.000000E+00   0.247149E+02   0.157152E-07   0.403151E-05  -0.341296E-06
   575   0.245102E+04   0.127336E+02   0.000000E+00   0.253869E+02   0.156743E-07   0.406944E-05  -0.355827E-06
   576   0.244344E+04   0.129777E+02   0.000000E+00   0.260309E+02   0.156337E-07   0.410800E-05  -0.370293E-06
   577   0.243575E+04   0.132255E+02   0.000000E+00   0.266464E+02   0.155932E-07   0.414719E-05  -0.384690E-06
   578   0.242793E+04   0.134770E+02   0.000000E+00   0.272330E+02   0.155529E-07   0.418699E-05  -0.399018E-06
   579   0.242000E+04   0.137321E+02   0.000000E+00   0.277905E+02   0.155127E-07   0.422739E-05  -0.413273E-06
   580   0.241195E+04   0.139906E+02   0.000000E+00   0.283184E+02   0.154727E-07   0.426838E-05  -0.427453E-06
   581   0.240380E+04   0.142526E+02   0.000000E+00   0.288163E+02   0.154329E-07   0.430995E-05  -0.441556E-06
   582   0.239554E+04   0.145178E+02   0.000000E+00   0.292839E+02   0.153932E-07   0.435210E-05  -0.455581E-06
   583   0.238718E+04   0.147862E+02   0.000000E+00   0.297207E+02   0.153537E-07   0.439480E-05  -0.469524E-06
   584   0.237873E+04   0.150578E+02   0.000000E+00   0.301264E+02   0.153143E-07   0.443806E-05  -0.483383E-06
   585   0.237019E+04   0.153323E+02   0.000000E+00   0.305007E+02   0.152751E-07   0.448185E-05  -0.497157E-06
   586   0.236157E+04   0.156097E+02   0.000000E+00   0.308432E+02   0.152360E-07   0.452618E-05  -0.510844E-06
   587   0.235286E+04   0.158900E+02   0.000000E+00   0.311538E+02   0.151971E-07   0.457102E-05  -0.524440E-06
   588   0.234408E+04   0.161729E+02   0.000000E+00   0.314321E+02   0.151584E-07   0.461637E-05  -0.537943E-06
   589   0.233522E+04   0.164585E+02   0.000000E+00   0.316780E+02   0.151198E-07   0.466223E-05  -0.551352E-06
   590   0.232631E+04   0.167466E+02   0.000000E+00   0.318911E+02   0.150814E-07   0.470857E-05  -0.564665E-06
   591   0.231733E+04   0.170370E+02   0.000000E+00   0.320713E+02   0.150431E-07   0.475539E-05  -0.577879E-06
   592   0.230830E+04   0.173298E+02   0.000000E+00   0.322182E+02   0.150049E-07   0.480268E-05  -0.590991E-06
   593   0.229921E+04   0.176247E+02   0.000000E+00   0.323317E+02   0.149669E-07   0.485043E-05  -0.604001E-06
   594   0.229007E+04   0.179217E+02   0.000000E+00   0.324118E+02   0.149291E-07   0.489862E-05  -0.616904E-06
   595   0.228089E+04   0.182206E+02   0.000000E+00   0.324582E+02   0.148914E-07   0.494726E-05  -0.629701E-06
   596   0.227168E+04   0.185214E+02   0.000000E+00   0.324708E+02   0.148539E-07   0.499632E-05  -0.642387E-06
   597   0.226243E+04   0.188239E+02   0.000000E+00   0.324494E+02   0.148165E-07   0.504580E-05  -0.654961E-06
   598   0.225315E+04   0.191279E+02   0.000000E+00   0.323940E+02   0.147792E-07   0.509569E-05  -0.667421E-06
   599   0.224385E+04   0.194335E+02   0.000000E+00   0.323043E+02   0.147421E-07   0.514597E-05  -0.679764E-06
   600   0.223452E+04   0.197405E+02   0.000000E+00   0.321804E+02   0.147052E-07   0.519664E-05  -0.691989E-06
   601   0.222519E+04   0.200487E+02   0.000000E+00   0.320222E+02   0.146684E-07   0.524769E-05  -0.704093E-06
   602   0.221584E+04   0.203580E+02   0.000000E+00   0.318299E+02   0.146317E-07   0.529910E-05  -0.716075E-06
   603   0.220649E+04   0.206684E+02   0.000000E+00   0.316033E+02   0.145952E-07   0.535087E-05  -0.727935E-06
   604   0.219714E+04   0.209796E+02   0.000000E+00   0.313424E+02   0.145588E-07   0.540298E-05  -0.739672E-06
   605   0.218778E+04   0.212916E+02   0.000000E+00   0.310473E+02   0.145225E-07   0.545543E-05  -0.751286E-06
   606   0.217844E+04   0.216043E+02   0.000000E+00   0.307180E+02   0.144864E-07   0.550820E-05  -0.762776E-06
   607   0.216911E+04   0.219175E+02   0.000000E+00   0.303545E+02   0.144505E-07   0.556128E-05  -0.774140E-06
   608   0.215980E+04   0.222312E+02   0.000000E+00   0.299568E+02   0.144147E-07   0.561467E-05  -0.785379E-06
   609   0.215052E+04   0.225451E+02   0.000000E+00   0.295253E+02   0.143790E-07   0.566834E-05  -0.796492E-06
   610   0.214126E+04   0.228592E+02   0.000000E+00   0.290597E+02   0.143434E-07   0.572230E-05  -0.807478E-06
   611   0.213204E+04   0.231732E+02   0.000000E+00   0.285604E+02   0.143080E-07   0.577652E-05  -0.818337E-06
   612   0.212285E+04   0.234871E+02   0.000000E+00   0.280272E+02   0.142728E-07   0.583101E-05  -0.829067E-06
   613   0.211370E+04   0.238008E+02   0.000000E+00   0.274603E+02   0.142376E-07   0.588574E-05  -0.839669E-06
   614   0.210461E+04   0.241142E+02   0.000000E+00   0.268601E+02   0.142027E-07   0.594071E-05  -0.850141E-06
   615   0.209555E+04   0.244270E+02   0.000000E+00   0.262266E+02   0.141678E-07   0.599591E-05  -0.860482E-06
   616   0.208656E+04   0.247392E+02   0.000000E+00   0.255603E+02   0.141331E-07   0.605132E-05  -0.870694E-06
   617   0.207763E+04   0.250508E+02   0.000000E+00   0.248613E+02   0.140985E-07   0.610694E-05  -0.880773E-06
   618   0.206877E+04   0.253616E+02   0.000000E+00   0.241300E+02   0.140640E-07   0.616276E-05  -0.890721E-06
   619   0.205997E+04   0.256713E+02   0.000000E+00   0.233667E+02   0.140297E-07   0.621875E-05  -0.900535E-06
   620   0.205125E+04   0.259801E+02   0.000000E+00   0.225715E+02   0.139955E-07   0.627493E-05  -0.910216E-06
   621   0.204262E+04   0.262878E+02   0.000000E+00   0.217447E+02   0.139615E-07   0.633126E-05  -0.919763E-06
   622   0.203407E+04   0.265941E+02   0.000000E+00   0.208868E+02   0.139275E-07   0.638775E-05  -0.929176E-06
   623   0.202560E+04   0.268991E+02   0.000000E+00   0.199979E+02   0.138938E-07   0.644437E-05  -0.938453E-06
   624   0.201723E+04   0.272025E+02   0.000000E+00   0.190784E+02   0.138601E-07   0.650113E-05  -0.947593E-06
   625   0.200896E+04   0.275042E+02   0.000000E+00   0.181285E+02   0.138266E-07   0.655801E-05  -0.956597E-06
   626   0.200079E+04   0.278041E+02   0.000000E+00   0.171486E+02   0.137931E-07   0.661500E-05  -0.965464E-06
   627   0.199271E+04   0.281021E+02   0.000000E+00   0.161389E+02   0.137599E-07   0.667209E-05  -0.974192E-06
   628   0.198476E+04   0.283980E+02   0.000000E+00   0.150997E+02   0.137267E-07   0.672926E-05  -0.982782E-06
   629   0.197691E+04   0.286917E+02   0.000000E+00   0.140317E+02   0.136937E-07   0.678651E-05  -0.991232E-06
   630   0.196917E+04   0.289833E+02   0.000000E+00   0.129352E+02   0.136608E-07   0.684383E-05  -0.999542E-06
   631   0.196156E+04   0.292723E+02   0.000000E+00   0.118105E+02   0.136280E-07   0.690120E-05  -0.100771E-05
   632   0.195406E+04   0.295588E+02   0.000000E+00   0.106581E+02   0.135954E-07   0.695862E-05  -0.101574E-05
   633   0.194670E+04   0.298427E+02   0.000000E+00   0.947845E+01   0.135629E-07   0.701608E-05  -0.102363E-05
   634   0.193947E+04   0.301237E+02   0.000000E+00   0.827195E+01   0.135305E-07   0.707355E-05  -0.103137E-05
   635   0.193237E+04   0.304019E+02   0.000000E+00   0.703913E+01   0.134982E-07   0.713105E-05  -0.103897E-05
   636   0.192541E+04   0.306771E+02   0.000000E+00   0.578044E+01   0.134661E-07   0.718854E-05  -0.104643E-05
   637   0.191859E+04   0.309493E+02   0.000000E+00   0.449641E+01   0.134340E-07   0.724602E-05  -0.105374E-05
   638   0.191191E+04   0.312182E+02   0.000000E+00   0.318754E+01   0.134021E-07   0.730349E-05  -0.106090E-05
   639   0.190538E+04   0.314838E+02   0.000000E+00   0.185433E+01   0.133703E-07   0.736093E-05  -0.106792E-05
   640   0.189900E+04   0.317459E+02   0.000000E+00   0.497280E+00   0.133387E-07   0.741832E-05  -0.107480E-05
   641   0.189278E+04   0.320045E+02   0.000000E+00  -0.883086E+00   0.133071E-07   0.747567E-05  -0.108152E-05
   642   0.188670E+04   0.322594E+02   0.000000E+00  -0.228619E+01   0.132757E-07   0.753295E-05  -0.108810E-05
   643   0.188080E+04   0.325106E+02   0.000000E+00  -0.371144E+01   0.132444E-07   0.759016E-05  -0.109453E-05
   644   0.187504E+04   0.327580E+02   0.000000E+00  -0.515823E+01   0.132132E-07   0.764729E-05  -0.110081E-05
   645   0.186946E+04   0.330013E+02   0.000000E+00  -0.662598E+01   0.131821E-07   0.770433E-05  -0.110694E-05
   646   0.186404E+04   0.332404E+02   0.000000E+00  -0.811411E+01   0.131512E-07   0.776125E-05  -0.111292E-05
   647   0.185879E+04   0.334754E+02   0.000000E+00  -0.962194E+01   0.131203E-07   0.781807E-05  -0.111875E-05
   648   0.185371E+04   0.337060E+02   0.000000E+00  -0.111490E+02   0.130896E-07   0.787476E-05  -0.112442E-05
   649   0.184880E+04   0.339321E+02   0.000000E+00  -0.126945E+02   0.130590E-07   0.793131E-05  -0.112995E-05
   650   0.184408E+04   0.341538E+02   0.000000E+00  -0.142579E+02   0.130285E-07   0.798772E-05  -0.113532E-05
   651   0.183953E+04   0.343709E+02   0.000000E+00  -0.158385E+02   0.129981E-07   0.804396E-05  -0.114053E-05
   652   0.183515E+04   0.345835E+02   0.000000E+00  -0.174355E+02   0.129679E-07   0.810005E-05  -0.114560E-05
   653   0.183096E+04   0.347913E+02   0.000000E+00  -0.190485E+02   0.129377E-07   0.815595E-05  -0.115051E-05
   654   0.182696E+04   0.349944E+02   0.000000E+00  -0.206767E+02   0.129077E-07   0.821168E-05  -0.115526E-05
   655   0.182315E+04   0.351926E+02   0.000000E+00  -0.223195E+02   0.128777E-07   0.826721E-05  -0.115987E-05
   656   0.181952E+04   0.353860E+02   0.000000E+00  -0.239760E+02   0.128479E-07   0.832254E-05  -0.116432E-05
   657   0.181608E+04   0.355744E+02   0.000000E+00  -0.256457E+02   0.128182E-07   0.837766E-05  -0.116862E-05
   658   0.181283E+04   0.357578E+02   0.000000E+00  -0.273278E+02   0.127886E-07   0.843257E-05  -0.117277E-05
   659   0.180978E+04   0.359359E+02   0.000000E+00  -0.290216E+02   0.127591E-07   0.848725E-05  -0.117677E-05
   660   0.180692E+04   0.361089E+02   0.000000E+00  -0.307264E+02   0.127297E-07   0.854170E-05  -0.118062E-05
   661   0.180426E+04   0.362765E+02   0.000000E+00  -0.324414E+02   0.127005E-07   0.859591E-05  -0.118432E-05
   662   0.180179E+04   0.364387E+02   0.000000E+00  -0.341661E+02   0.126713E-07   0.864987E-05  -0.118787E-05
   663   0.179952E+04   0.365955E+02   0.000000E+00  -0.358995E+02   0.126422E-07   0.870357E-05  -0.119127E-05
   664   0.179745E+04   0.367467E+02   0.000000E+00  -0.376409E+02   0.126133E-07   0.875700E-05  -0.119453E-05
   665   0.179557E+04   0.368923E+02   0.000000E+00  -0.393897E+02   0.125844E-07   0.881015E-05  -0.119763E-05
