#    L    TT             EE             TE             PP             TP          
   879   0.218073E+04   0.176797E+02   0.459092E+02   0.380947E+06   0.136388E+03
   880   0.216929E+04   0.179385E+02   0.470594E+02   0.380264E+06   0.135562E+03
   881   0.215775E+04   0.182012E+02   0.481792E+02   0.379582E+06   0.134734E+03
   882   0.214614E+04   0.184678E+02   0.492681E+02   0.378903E+06   0.133904E+03
   883   0.213443E+04   0.187382E+02   0.503256E+02   0.378225E+06   0.133072E+03
   884   0.212263E+04   0.190123E+02   0.513513E+02   0.377549E+06   0.132237E+03
   885   0.211076E+04   0.192901E+02   0.523446E+02   0.376874E+06   0.131400E+03
   886   0.209880E+04   0.195714E+02   0.533051E+02   0.376202E+06   0.130561E+03
   887   0.208676E+04   0.198561E+02   0.542327E+02   0.375531E+06   0.129719E+03
   888   0.207465E+04   0.201442E+02   0.551272E+02   0.374862E+06   0.128876E+03
   889   0.206246E+04   0.204355E+02   0.559889E+02   0.374195E+06   0.128030E+03
   890   0.205021E+04   0.207298E+02   0.568173E+02   0.373529E+06   0.127183E+03
   891   0.203789E+04   0.210271E+02   0.576128E+02   0.372865E+06   0.126333E+03
   892   0.202552E+04   0.213273E+02   0.583749E+02   0.372203E+06   0.125482E+03
   893   0.201308E+04   0.216302E+02   0.591039E+02   0.371543E+06   0.124629E+03
   894   0.200060E+04   0.219355E+02   0.597995E+02   0.370884E+06   0.123774E+03
   895   0.198806E+04   0.222434E+02   0.604615E+02   0.370227E+06   0.122917E+03
   896   0.197548E+04   0.225535E+02   0.610898E+02   0.369572E+06   0.122058E+03
   897   0.196286E+04   0.228658E+02   0.616844E+02   0.368919E+06   0.121198E+03
   898   0.195020E+04   0.231801E+02   0.622450E+02   0.368267E+06   0.120336E+03
   899   0.193752E+04   0.234961E+02   0.627715E+02   0.367617E+06   0.119472E+03
   900   0.192480E+04   0.238139E+02   0.632638E+02   0.366968E+06   0.118607E+03
   901   0.191205E+04   0.241333E+02   0.637217E+02   0.366321E+06   0.117740E+03
   902   0.189929E+04   0.244541E+02   0.641452E+02   0.365676E+06   0.116872E+03
   903   0.188651E+04   0.247762E+02   0.645341E+02   0.365033E+06   0.116003E+03
   904   0.187372E+04   0.250996E+02   0.648883E+02   0.364391E+06   0.115132E+03
   905   0.186091E+04   0.254239E+02   0.652078E+02   0.363751E+06   0.114260E+03
   906   0.184811E+04   0.257494E+02   0.654923E+02   0.363112E+06   0.113386E+03
   907   0.183531E+04   0.260755E+02   0.657418E+02   0.362476E+06   0.112512E+03
   908   0.182251E+04   0.264023E+02   0.659563E+02   0.361840E+06   0.111637E+03
   909   0.180971E+04   0.267298E+02   0.661360E+02   0.361207E+06   0.110761E+03
   910   0.179693E+04   0.270578E+02   0.662807E+02   0.360575E+06   0.109884E+03
   911   0.178415E+04   0.273860E+02   0.663907E+02   0.359944E+06   0.109007E+03
   912   0.177141E+04   0.277145E+02   0.664660E+02   0.359316E+06   0.108129E+03
   913   0.175868E+04   0.280431E+02   0.665066E+02   0.358689E+06   0.107250E+03
   914   0.174597E+04   0.283716E+02   0.665127E+02   0.358063E+06   0.106371E+03
   915   0.173329E+04   0.287000E+02   0.664842E+02   0.357439E+06   0.105492E+03
   916   0.172065E+04   0.290282E+02   0.664214E+02   0.356817E+06   0.104613E+03
   917   0.170803E+04   0.293558E+02   0.663242E+02   0.356196E+06   0.103733E+03
   918   0.169545E+04   0.296830E+02   0.661930E+02   0.355577E+06   0.102853E+03
   919   0.168291E+04   0.300093E+02   0.660278E+02   0.354959E+06   0.101974E+03
   920   0.167041E+04   0.303349E+02   0.658287E+02   0.354343E+06   0.101094E+03
   921   0.165795E+04   0.306594E+02   0.655959E+02   0.353729E+06   0.100215E+03
   922   0.164554E+04   0.309828E+02   0.653297E+02   0.353116E+06   0.993360E+02
   923   0.163320E+04   0.313050E+02   0.650303E+02   0.352504E+06   0.984574E+02
   924   0.162089E+04   0.316259E+02   0.646982E+02   0.351895E+06   0.975793E+02
   925   0.160866E+04   0.319452E+02   0.643336E+02   0.351286E+06   0.967018E+02
   926   0.159648E+04   0.322630E+02   0.639370E+02   0.350680E+06   0.958249E+02
   927   0.158437E+04   0.325789E+02   0.635085E+02   0.350074E+06   0.949487E+02
   928   0.157234E+04   0.328931E+02   0.630487E+02   0.349471E+06   0.940734E+02
   929   0.156038E+04   0.332053E+02   0.625577E+02   0.348869E+06   0.931990E+02
   930   0.154849E+04   0.335153E+02   0.620358E+02   0.348268E+06   0.923256E+02
   931   0.153668E+04   0.338231E+02   0.614833E+02   0.347669E+06   0.914532E+02
   932   0.152496E+04   0.341285E+02   0.609004E+02   0.347071E+06   0.905821E+02
   933   0.151332E+04   0.344315E+02   0.602875E+02   0.346475E+06   0.897122E+02
   934   0.150176E+04   0.347317E+02   0.596447E+02   0.345881E+06   0.888437E+02
   935   0.149030E+04   0.350291E+02   0.589724E+02   0.345288E+06   0.879767E+02
   936   0.147893E+04   0.353236E+02   0.582709E+02   0.344696E+06   0.871111E+02
   937   0.146765E+04   0.356151E+02   0.575407E+02   0.344106E+06   0.862472E+02
   938   0.145647E+04   0.359035E+02   0.567820E+02   0.343517E+06   0.853850E+02
   939   0.144540E+04   0.361886E+02   0.559953E+02   0.342930E+06   0.845246E+02
   940   0.143442E+04   0.364702E+02   0.551810E+02   0.342345E+06   0.836661E+02
   941   0.142356E+04   0.367484E+02   0.543393E+02   0.341760E+06   0.828096E+02
   942   0.141279E+04   0.370229E+02   0.534708E+02   0.341178E+06   0.819551E+02
   943   0.140214E+04   0.372937E+02   0.525758E+02   0.340596E+06   0.811028E+02
   944   0.139160E+04   0.375606E+02   0.516548E+02   0.340017E+06   0.802527E+02
   945   0.138118E+04   0.378237E+02   0.507084E+02   0.339438E+06   0.794050E+02
   946   0.137088E+04   0.380827E+02   0.497369E+02   0.338861E+06   0.785596E+02
   947   0.136069E+04   0.383374E+02   0.487408E+02   0.338286E+06   0.777168E+02
   948   0.135063E+04   0.385880E+02   0.477208E+02   0.337712E+06   0.768765E+02
   949   0.134069E+04   0.388343E+02   0.466770E+02   0.337139E+06   0.760390E+02
   950   0.133088E+04   0.390762E+02   0.456102E+02   0.336568E+06   0.752042E+02
   951   0.132120E+04   0.393134E+02   0.445206E+02   0.335998E+06   0.743722E+02
   952   0.131164E+04   0.395460E+02   0.434090E+02   0.335429E+06   0.735432E+02
   953   0.130222E+04   0.397738E+02   0.422756E+02   0.334862E+06   0.727171E+02
   954   0.129292E+04   0.399968E+02   0.411210E+02   0.334297E+06   0.718939E+02
   955   0.128377E+04   0.402149E+02   0.399457E+02   0.333732E+06   0.710738E+02
   956   0.127475E+04   0.404279E+02   0.387502E+02   0.333170E+06   0.702568E+02
   957   0.126587E+04   0.406357E+02   0.375350E+02   0.332608E+06   0.694428E+02
   958   0.125713E+04   0.408384E+02   0.363008E+02   0.332048E+06   0.686320E+02
   959   0.124852E+04   0.410359E+02   0.350484E+02   0.331489E+06   0.678244E+02
   960   0.124007E+04   0.412281E+02   0.337783E+02   0.330932E+06   0.670200E+02
   961   0.123176E+04   0.414149E+02   0.324912E+02   0.330376E+06   0.662189E+02
   962   0.122359E+04   0.415964E+02   0.311877E+02   0.329822E+06   0.654211E+02
   963   0.121558E+04   0.417724E+02   0.298685E+02   0.329268E+06   0.646266E+02
   964   0.120771E+04   0.419429E+02   0.285341E+02   0.328716E+06   0.638355E+02
   965   0.119999E+04   0.421079E+02   0.271851E+02   0.328166E+06   0.630479E+02
   966   0.119242E+04   0.422671E+02   0.258220E+02   0.327617E+06   0.622637E+02
   967   0.118501E+04   0.424206E+02   0.244455E+02   0.327069E+06   0.614830E+02
   968   0.117775E+04   0.425684E+02   0.230560E+02   0.326523E+06   0.607059E+02
   969   0.117064E+04   0.427102E+02   0.216543E+02   0.325978E+06   0.599324E+02
   970   0.116369E+04   0.428461E+02   0.202407E+02   0.325434E+06   0.591626E+02
   971   0.115688E+04   0.429761E+02   0.188159E+02   0.324891E+06   0.583964E+02
   972   0.115024E+04   0.430999E+02   0.173807E+02   0.324350E+06   0.576339E+02
   973   0.114375E+04   0.432177E+02   0.159356E+02   0.323811E+06   0.568752E+02
   974   0.113742E+04   0.433295E+02   0.144811E+02   0.323272E+06   0.561203E+02
   975   0.113124E+04   0.434350E+02   0.130181E+02   0.322735E+06   0.553692E+02
   976   0.112522E+04   0.435345E+02   0.115471E+02   0.322199E+06   0.546220E+02
   977   0.111936E+04   0.436276E+02   0.100687E+02   0.321665E+06   0.538788E+02
   978   0.111366E+04   0.437146E+02   0.858349E+01   0.321131E+06   0.531395E+02
   979   0.110811E+04   0.437953E+02   0.709214E+01   0.320600E+06   0.524042E+02
   980   0.110273E+04   0.438697E+02   0.559523E+01   0.320069E+06   0.516730E+02
   981   0.109750E+04   0.439378E+02   0.409333E+01   0.319540E+06   0.509458E+02
   982   0.109243E+04   0.439996E+02   0.258705E+01   0.319012E+06   0.502228E+02
   983   0.108752E+04   0.440552E+02   0.107700E+01   0.318485E+06   0.495040E+02
   984   0.108276E+04   0.441044E+02  -0.436249E+00   0.317960E+06   0.487893E+02
   985   0.107817E+04   0.441471E+02  -0.195215E+01   0.317435E+06   0.480790E+02
   986   0.107373E+04   0.441835E+02  -0.347015E+01   0.316913E+06   0.473729E+02
   987   0.106945E+04   0.442135E+02  -0.498973E+01   0.316391E+06   0.466711E+02
   988   0.106533E+04   0.442370E+02  -0.651036E+01   0.315871E+06   0.459738E+02
   989   0.106137E+04   0.442541E+02  -0.803150E+01   0.315352E+06   0.452808E+02
   990   0.105756E+04   0.442646E+02  -0.955256E+01   0.314834E+06   0.445924E+02
   991   0.105391E+04   0.442685E+02  -0.110731E+02   0.314317E+06   0.439084E+02
   992   0.105042E+04   0.442660E+02  -0.125924E+02   0.313802E+06   0.432289E+02
   993   0.104709E+04   0.442569E+02  -0.141098E+02   0.313288E+06   0.425541E+02
   994   0.104391E+04   0.442414E+02  -0.156246E+02   0.312775E+06   0.418838E+02
   995   0.104088E+04   0.442193E+02  -0.171364E+02   0.312264E+06   0.412183E+02
   996   0.103801E+04   0.441908E+02  -0.186442E+02   0.311753E+06   0.405574E+02
   997   0.103529E+04   0.441558E+02  -0.201477E+02   0.311244E+06   0.399013E+02
   998   0.103274E+04   0.441143E+02  -0.216460E+02   0.310736E+06   0.392500E+02
   999   0.103032E+04   0.440665E+02  -0.231383E+02   0.310230E+06   0.386035E+02
  1000   0.102807E+04   0.440122E+02  -0.246242E+02   0.309724E+06   0.379619E+02
  1001   0.102596E+04   0.439514E+02  -0.261027E+02   0.309220E+06   0.373251E+02
  1002   0.102400E+04   0.438842E+02  -0.275733E+02   0.308717E+06   0.366934E+02
  1003   0.102218E+04   0.438105E+02  -0.290351E+02   0.308215E+06   0.360665E+02
  1004   0.102051E+04   0.437303E+02  -0.304874E+02   0.307715E+06   0.354446E+02
  1005   0.101898E+04   0.436437E+02  -0.319297E+02   0.307216E+06   0.348277E+02
  1006   0.101759E+04   0.435508E+02  -0.333614E+02   0.306717E+06   0.342158E+02
  1007   0.101634E+04   0.434518E+02  -0.347823E+02   0.306220E+06   0.336089E+02
  1008   0.101523E+04   0.433467E+02  -0.361921E+02   0.305725E+06   0.330069E+02
  1009   0.101426E+04   0.432357E+02  -0.375904E+02   0.305230E+06   0.324101E+02
  1010   0.101341E+04   0.431191E+02  -0.389769E+02   0.304737E+06   0.318182E+02
  1011   0.101271E+04   0.429969E+02  -0.403512E+02   0.304245E+06   0.312315E+02
  1012   0.101213E+04   0.428693E+02  -0.417131E+02   0.303754E+06   0.306498E+02
  1013   0.101168E+04   0.427361E+02  -0.430622E+02   0.303264E+06   0.300732E+02
  1014   0.101137E+04   0.425975E+02  -0.443978E+02   0.302775E+06   0.295017E+02
  1015   0.101118E+04   0.424532E+02  -0.457196E+02   0.302288E+06   0.289353E+02
  1016   0.101113E+04   0.423034E+02  -0.470271E+02   0.301801E+06   0.283740E+02
  1017   0.101120E+04   0.421477E+02  -0.483199E+02   0.301316E+06   0.278179E+02
  1018   0.101140E+04   0.419863E+02  -0.495975E+02   0.300832E+06   0.272670E+02
  1019   0.101172E+04   0.418191E+02  -0.508594E+02   0.300350E+06   0.267213E+02
  1020   0.101217E+04   0.416462E+02  -0.521049E+02   0.299868E+06   0.261807E+02
  1021   0.101274E+04   0.414679E+02  -0.533333E+02   0.299387E+06   0.256454E+02
  1022   0.101342E+04   0.412841E+02  -0.545439E+02   0.298908E+06   0.251152E+02
  1023   0.101421E+04   0.410951E+02  -0.557360E+02   0.298430E+06   0.245904E+02
  1024   0.101512E+04   0.409011E+02  -0.569089E+02   0.297953E+06   0.240707E+02
  1025   0.101613E+04   0.407022E+02  -0.580618E+02   0.297477E+06   0.235564E+02
  1026   0.101724E+04   0.404986E+02  -0.591941E+02   0.297002E+06   0.230473E+02
  1027   0.101846E+04   0.402903E+02  -0.603059E+02   0.296529E+06   0.225435E+02
  1028   0.101977E+04   0.400774E+02  -0.613971E+02   0.296056E+06   0.220451E+02
  1029   0.102119E+04   0.398600E+02  -0.624678E+02   0.295585E+06   0.215519E+02
  1030   0.102270E+04   0.396381E+02  -0.635180E+02   0.295114E+06   0.210641E+02
  1031   0.102431E+04   0.394117E+02  -0.645480E+02   0.294645E+06   0.205817E+02
  1032   0.102602E+04   0.391810E+02  -0.655576E+02   0.294177E+06   0.201047E+02
  1033   0.102783E+04   0.389460E+02  -0.665469E+02   0.293710E+06   0.196330E+02
  1034   0.102972E+04   0.387067E+02  -0.675153E+02   0.293245E+06   0.191667E+02
  1035   0.103172E+04   0.384635E+02  -0.684622E+02   0.292780E+06   0.187059E+02
  1036   0.103379E+04   0.382163E+02  -0.693869E+02   0.292316E+06   0.182505E+02
  1037   0.103594E+04   0.379653E+02  -0.702888E+02   0.291854E+06   0.178005E+02
  1038   0.103818E+04   0.377106E+02  -0.711673E+02   0.291393E+06   0.173560E+02
  1039   0.104049E+04   0.374525E+02  -0.720218E+02   0.290932E+06   0.169169E+02
  1040   0.104287E+04   0.371909E+02  -0.728515E+02   0.290473E+06   0.164834E+02
  1041   0.104533E+04   0.369260E+02  -0.736566E+02   0.290015E+06   0.160554E+02
  1042   0.104785E+04   0.366577E+02  -0.744368E+02   0.289558E+06   0.156329E+02
  1043   0.105043E+04   0.363861E+02  -0.751918E+02   0.289102E+06   0.152159E+02
  1044   0.105308E+04   0.361112E+02  -0.759224E+02   0.288648E+06   0.148045E+02
  1045   0.105580E+04   0.358330E+02  -0.766277E+02   0.288194E+06   0.143986E+02
  1046   0.105857E+04   0.355517E+02  -0.773084E+02   0.287741E+06   0.139983E+02
  1047   0.106140E+04   0.352671E+02  -0.779638E+02   0.287290E+06   0.136037E+02
  1048   0.106430E+04   0.349795E+02  -0.785940E+02   0.286839E+06   0.132146E+02
  1049   0.106724E+04   0.346891E+02  -0.791981E+02   0.286390E+06   0.128312E+02
  1050   0.107024E+04   0.343961E+02  -0.797778E+02   0.285941E+06   0.124534E+02
  1051   0.107328E+04   0.341007E+02  -0.803321E+02   0.285494E+06   0.120812E+02
  1052   0.107637E+04   0.338030E+02  -0.808604E+02   0.285048E+06   0.117147E+02
  1053   0.107950E+04   0.335034E+02  -0.813627E+02   0.284603E+06   0.113538E+02
  1054   0.108267E+04   0.332020E+02  -0.818389E+02   0.284158E+06   0.109986E+02
  1055   0.108588E+04   0.328989E+02  -0.822899E+02   0.283715E+06   0.106489E+02
  1056   0.108912E+04   0.325941E+02  -0.827148E+02   0.283273E+06   0.103049E+02
  1057   0.109239E+04   0.322879E+02  -0.831130E+02   0.282832E+06   0.996638E+01
  1058   0.109569E+04   0.319802E+02  -0.834859E+02   0.282392E+06   0.963348E+01
  1059   0.109901E+04   0.316712E+02  -0.838321E+02   0.281953E+06   0.930613E+01
  1060   0.110237E+04   0.313610E+02  -0.841515E+02   0.281515E+06   0.898432E+01
  1061   0.110574E+04   0.310497E+02  -0.844456E+02   0.281079E+06   0.866805E+01
  1062   0.110914E+04   0.307374E+02  -0.847122E+02   0.280643E+06   0.835730E+01
  1063   0.111256E+04   0.304242E+02  -0.849535E+02   0.280208E+06   0.805206E+01
  1064   0.111598E+04   0.301102E+02  -0.851680E+02   0.279774E+06   0.775231E+01
  1065   0.111942E+04   0.297955E+02  -0.853558E+02   0.279341E+06   0.745804E+01
  1066   0.112287E+04   0.294803E+02  -0.855184E+02   0.278910E+06   0.716925E+01
  1067   0.112632E+04   0.291646E+02  -0.856541E+02   0.278479E+06   0.688592E+01
  1068   0.112978E+04   0.288486E+02  -0.857638E+02   0.278049E+06   0.660803E+01
  1069   0.113324E+04   0.285323E+02  -0.858476E+02   0.277620E+06   0.633557E+01
  1070   0.113671E+04   0.282160E+02  -0.859053E+02   0.277193E+06   0.606854E+01
  1071   0.114016E+04   0.278997E+02  -0.859370E+02   0.276766E+06   0.580691E+01
  1072   0.114362E+04   0.275836E+02  -0.859434E+02   0.276340E+06   0.555069E+01
  1073   0.114706E+04   0.272678E+02  -0.859238E+02   0.275916E+06   0.529985E+01
  1074   0.115050E+04   0.269525E+02  -0.858789E+02   0.275492E+06   0.505438E+01
  1075   0.115392E+04   0.266378E+02  -0.858087E+02   0.275069E+06   0.481427E+01
  1076   0.115733E+04   0.263237E+02  -0.857126E+02   0.274648E+06   0.457951E+01
  1077   0.116072E+04   0.260103E+02  -0.855919E+02   0.274227E+06   0.435008E+01
  1078   0.116410E+04   0.256979E+02  -0.854466E+02   0.273807E+06   0.412598E+01
  1079   0.116744E+04   0.253866E+02  -0.852761E+02   0.273388E+06   0.390719E+01
  1080   0.117077E+04   0.250764E+02  -0.850818E+02   0.272971E+06   0.369370E+01
  1081   0.117407E+04   0.247675E+02  -0.848623E+02   0.272554E+06   0.348549E+01
  1082   0.117734E+04   0.244599E+02  -0.846190E+02   0.272138E+06   0.328256E+01
  1083   0.118059E+04   0.241538E+02  -0.843518E+02   0.271723E+06   0.308489E+01
  1084   0.118380E+04   0.238494E+02  -0.840609E+02   0.271309E+06   0.289247E+01
  1085   0.118697E+04   0.235467E+02  -0.837470E+02   0.270896E+06   0.270529E+01
  1086   0.119011E+04   0.232457E+02  -0.834085E+02   0.270484E+06   0.252333E+01
  1087   0.119321E+04   0.229466E+02  -0.830477E+02   0.270073E+06   0.234658E+01
  1088   0.119626E+04   0.226496E+02  -0.826639E+02   0.269663E+06   0.217504E+01
  1089   0.119927E+04   0.223548E+02  -0.822570E+02   0.269254E+06   0.200868E+01
  1090   0.120224E+04   0.220621E+02  -0.818279E+02   0.268846E+06   0.184750E+01
  1091   0.120516E+04   0.217717E+02  -0.813772E+02   0.268439E+06   0.169148E+01
  1092   0.120803E+04   0.214839E+02  -0.809042E+02   0.268033E+06   0.154061E+01
  1093   0.121085E+04   0.211986E+02  -0.804104E+02   0.267628E+06   0.139489E+01
  1094   0.121361E+04   0.209160E+02  -0.798950E+02   0.267223E+06   0.125428E+01
  1095   0.121632E+04   0.206362E+02  -0.793596E+02   0.266820E+06   0.111880E+01
  1096   0.121898E+04   0.203593E+02  -0.788033E+02   0.266417E+06   0.988410E+00
  1097   0.122158E+04   0.200855E+02  -0.782270E+02   0.266016E+06   0.863114E+00
  1098   0.122412E+04   0.198147E+02  -0.776314E+02   0.265615E+06   0.742896E+00
  1099   0.122659E+04   0.195472E+02  -0.770165E+02   0.265216E+06   0.627742E+00
  1100   0.122902E+04   0.192829E+02  -0.763829E+02   0.264817E+06   0.517641E+00
  1101   0.123136E+04   0.190220E+02  -0.757301E+02   0.264419E+06   0.412576E+00
  1102   0.123365E+04   0.187645E+02  -0.750594E+02   0.264022E+06   0.312513E+00
  1103   0.123587E+04   0.185106E+02  -0.743701E+02   0.263626E+06   0.217415E+00
  1104   0.123802E+04   0.182603E+02  -0.736636E+02   0.263231E+06   0.127242E+00
  1105   0.124010E+04   0.180136E+02  -0.729400E+02   0.262837E+06   0.419576E-01
  1106   0.124211E+04   0.177708E+02  -0.721996E+02   0.262444E+06  -0.384773E-01
  1107   0.124404E+04   0.175318E+02  -0.714429E+02   0.262052E+06  -0.114101E+00
