#    L    TT             EE             BB             TE             PP             TP             EP          
   231   0.570247E+04   0.119765E+01   0.000000E+00   0.314914E+02   0.495052E-07   0.113221E-03   0.425460E-07
   232   0.569565E+04   0.123976E+01   0.000000E+00   0.331830E+02   0.492807E-07   0.112302E-03   0.569912E-07
   233   0.568823E+04   0.128377E+01   0.000000E+00   0.348782E+02   0.490579E-07   0.111390E-03   0.714174E-07
   234   0.568018E+04   0.132971E+01   0.000000E+00   0.365760E+02   0.488367E-07   0.110485E-03   0.858215E-07
   235   0.567154E+04   0.137762E+01   0.000000E+00   0.382760E+02   0.486172E-07   0.109587E-03   0.100200E-06
   236   0.566227E+04   0.142751E+01   0.000000E+00   0.399773E+02   0.483993E-07   0.108695E-03   0.114551E-06
   237   0.565242E+04   0.147941E+01   0.000000E+00   0.416793E+02   0.481830E-07   0.107810E-03   0.128870E-06
   238   0.564196E+04   0.153333E+01   0.000000E+00   0.433811E+02   0.479682E-07   0.106932E-03   0.143154E-06
   239   0.563090E+04   0.158929E+01   0.000000E+00   0.450821E+02   0.477551E-07   0.106060E-03   0.157401E-06
   240   0.561926E+04   0.164734E+01   0.000000E+00   0.467815E+02   0.475434E-07   0.105194E-03   0.171607E-06
   241   0.560702E+04   0.170748E+01   0.000000E+00   0.484785E+02   0.473333E-07   0.104335E-03   0.185769E-06
   242   0.559419E+04   0.176973E+01   0.000000E+00   0.501725E+02   0.471247E-07   0.103482E-03   0.199884E-06
   243   0.558079E+04   0.183411E+01   0.000000E+00   0.518626E+02   0.469176E-07   0.102636E-03   0.213949E-06
   244   0.556681E+04   0.190063E+01   0.000000E+00   0.535482E+02   0.467120E-07   0.101795E-03   0.227961E-06
   245   0.555227E+04   0.196933E+01   0.000000E+00   0.552286E+02   0.465078E-07   0.100961E-03   0.241916E-06
   246   0.553716E+04   0.204020E+01   0.000000E+00   0.569030E+02   0.463050E-07   0.100133E-03   0.255811E-06
   247   0.552149E+04   0.211326E+01   0.000000E+00   0.585707E+02   0.461037E-07   0.993114E-04   0.269645E-06
   248   0.550528E+04   0.218854E+01   0.000000E+00   0.602310E+02   0.459038E-07   0.984956E-04   0.283412E-06
   249   0.548852E+04   0.226603E+01   0.000000E+00   0.618831E+02   0.457052E-07   0.976858E-04   0.297110E-06
   250   0.547122E+04   0.234576E+01   0.000000E+00   0.635263E+02   0.455080E-07   0.968819E-04   0.310737E-06
   251   0.545338E+04   0.242772E+01   0.000000E+00   0.651597E+02   0.453122E-07   0.960839E-04   0.324289E-06
   252   0.543500E+04   0.251194E+01   0.000000E+00   0.667827E+02   0.451176E-07   0.952917E-04   0.337767E-06
   253   0.541609E+04   0.259840E+01   0.000000E+00   0.683943E+02   0.449245E-07   0.945053E-04   0.351170E-06
   254   0.539666E+04   0.268713E+01   0.000000E+00   0.699938E+02   0.447326E-07   0.937247E-04   0.364500E-06
   255   0.537669E+04   0.277812E+01   0.000000E+00   0.715804E+02   0.445420E-07   0.929497E-04   0.377756E-06
   256   0.535620E+04   0.287138E+01   0.000000E+00   0.731534E+02   0.443527E-07   0.921805E-04   0.390940E-06
   257   0.533520E+04   0.296691E+01   0.000000E+00   0.747121E+02   0.441647E-07   0.914168E-04   0.404051E-06
   258   0.531369E+04   0.306471E+01   0.000000E+00   0.762555E+02   0.439780E-07   0.906586E-04   0.417090E-06
   259   0.529170E+04   0.316479E+01   0.000000E+00   0.777840E+02   0.437925E-07   0.899060E-04   0.430057E-06
   260   0.526924E+04   0.326714E+01   0.000000E+00   0.792955E+02   0.436083E-07   0.891589E-04   0.442954E-06
   261   0.524631E+04   0.337177E+01   0.000000E+00   0.807906E+02   0.434253E-07   0.884171E-04   0.455780E-06
   262   0.522293E+04   0.347867E+01   0.000000E+00   0.822679E+02   0.432435E-07   0.876807E-04   0.468536E-06
   263   0.519912E+04   0.358784E+01   0.000000E+00   0.837274E+02   0.430630E-07   0.869496E-04   0.481222E-06
   264   0.517487E+04   0.369928E+01   0.000000E+00   0.851676E+02   0.428837E-07   0.862238E-04   0.493838E-06
   265   0.515019E+04   0.381297E+01   0.000000E+00   0.865893E+02   0.427056E-07   0.855033E-04   0.506386E-06
   266   0.512509E+04   0.392890E+01   0.000000E+00   0.879901E+02   0.425286E-07   0.847878E-04   0.518866E-06
   267   0.509958E+04   0.404706E+01   0.000000E+00   0.893694E+02   0.423529E-07   0.840776E-04   0.531277E-06
   268   0.507366E+04   0.416744E+01   0.000000E+00   0.907279E+02   0.421783E-07   0.833724E-04   0.543621E-06
   269   0.504733E+04   0.429004E+01   0.000000E+00   0.920634E+02   0.420048E-07   0.826722E-04   0.555898E-06
   270   0.502060E+04   0.441482E+01   0.000000E+00   0.933766E+02   0.418325E-07   0.819770E-04   0.568108E-06
   271   0.499349E+04   0.454180E+01   0.000000E+00   0.946654E+02   0.416614E-07   0.812867E-04   0.580252E-06
   272   0.496599E+04   0.467094E+01   0.000000E+00   0.959303E+02   0.414914E-07   0.806013E-04   0.592330E-06
   273   0.493814E+04   0.480221E+01   0.000000E+00   0.971701E+02   0.413225E-07   0.799208E-04   0.604343E-06
   274   0.490992E+04   0.493561E+01   0.000000E+00   0.983853E+02   0.411546E-07   0.792451E-04   0.616291E-06
   275   0.488135E+04   0.507112E+01   0.000000E+00   0.995738E+02   0.409879E-07   0.785741E-04   0.628175E-06
   276   0.485246E+04   0.520871E+01   0.000000E+00   0.100736E+03   0.408223E-07   0.779078E-04   0.639994E-06
   277   0.482324E+04   0.534837E+01   0.000000E+00   0.101871E+03   0.406578E-07   0.772461E-04   0.651750E-06
   278   0.479370E+04   0.549008E+01   0.000000E+00   0.102978E+03   0.404943E-07   0.765891E-04   0.663443E-06
   279   0.476385E+04   0.563379E+01   0.000000E+00   0.104058E+03   0.403318E-07   0.759366E-04   0.675073E-06
   280   0.473371E+04   0.577947E+01   0.000000E+00   0.105108E+03   0.401704E-07   0.752886E-04   0.686641E-06
   281   0.470329E+04   0.592712E+01   0.000000E+00   0.106129E+03   0.400101E-07   0.746451E-04   0.698147E-06
   282   0.467259E+04   0.607668E+01   0.000000E+00   0.107121E+03   0.398507E-07   0.740060E-04   0.709592E-06
   283   0.464163E+04   0.622814E+01   0.000000E+00   0.108082E+03   0.396924E-07   0.733712E-04   0.720975E-06
   284   0.461041E+04   0.638146E+01   0.000000E+00   0.109013E+03   0.395351E-07   0.727408E-04   0.732299E-06
   285   0.457894E+04   0.653661E+01   0.000000E+00   0.109912E+03   0.393788E-07   0.721147E-04   0.743562E-06
   286   0.454724E+04   0.669356E+01   0.000000E+00   0.110779E+03   0.392234E-07   0.714927E-04   0.754765E-06
   287   0.451532E+04   0.685225E+01   0.000000E+00   0.111615E+03   0.390690E-07   0.708750E-04   0.765910E-06
   288   0.448318E+04   0.701267E+01   0.000000E+00   0.112418E+03   0.389156E-07   0.702613E-04   0.776995E-06
   289   0.445084E+04   0.717477E+01   0.000000E+00   0.113188E+03   0.387632E-07   0.696518E-04   0.788023E-06
   290   0.441831E+04   0.733850E+01   0.000000E+00   0.113925E+03   0.386116E-07   0.690463E-04   0.798992E-06
   291   0.438561E+04   0.750386E+01   0.000000E+00   0.114628E+03   0.384610E-07   0.684448E-04   0.809904E-06
   292   0.435272E+04   0.767071E+01   0.000000E+00   0.115296E+03   0.383114E-07   0.678472E-04   0.820759E-06
   293   0.431968E+04   0.783911E+01   0.000000E+00   0.115931E+03   0.381626E-07   0.672535E-04   0.831558E-06
   294   0.428648E+04   0.800900E+01   0.000000E+00   0.116530E+03   0.380147E-07   0.666636E-04   0.842300E-06
   295   0.425314E+04   0.818023E+01   0.000000E+00   0.117094E+03   0.378678E-07   0.660776E-04   0.852987E-06
   296   0.421966E+04   0.835287E+01   0.000000E+00   0.117623E+03   0.377217E-07   0.654953E-04   0.863619E-06
   297   0.418605E+04   0.852678E+01   0.000000E+00   0.118114E+03   0.375764E-07   0.649167E-04   0.874195E-06
   298   0.415233E+04   0.870194E+01   0.000000E+00   0.118569E+03   0.374321E-07   0.643417E-04   0.884718E-06
   299   0.411850E+04   0.887830E+01   0.000000E+00   0.118988E+03   0.372886E-07   0.637704E-04   0.895186E-06
   300   0.408458E+04   0.905577E+01   0.000000E+00   0.119370E+03   0.371459E-07   0.632026E-04   0.905601E-06
   301   0.405058E+04   0.923443E+01   0.000000E+00   0.119714E+03   0.370040E-07   0.626384E-04   0.915962E-06
   302   0.401651E+04   0.941406E+01   0.000000E+00   0.120022E+03   0.368630E-07   0.620777E-04   0.926265E-06
   303   0.398238E+04   0.959472E+01   0.000000E+00   0.120292E+03   0.367228E-07   0.615205E-04   0.936506E-06
   304   0.394821E+04   0.977636E+01   0.000000E+00   0.120525E+03   0.365834E-07   0.609668E-04   0.946679E-06
   305   0.391401E+04   0.995888E+01   0.000000E+00   0.120720E+03   0.364448E-07   0.604167E-04   0.956781E-06
   306   0.387978E+04   0.101423E+02   0.000000E+00   0.120878E+03   0.363070E-07   0.598702E-04   0.966805E-06
   307   0.384554E+04   0.103265E+02   0.000000E+00   0.120997E+03   0.361699E-07   0.593273E-04   0.976748E-06
   308   0.381130E+04   0.105114E+02   0.000000E+00   0.121079E+03   0.360337E-07   0.587879E-04   0.986606E-06
   309   0.377707E+04   0.106969E+02   0.000000E+00   0.121123E+03   0.358983E-07   0.582522E-04   0.996372E-06
   310   0.374285E+04   0.108830E+02   0.000000E+00   0.121129E+03   0.357636E-07   0.577200E-04   0.100604E-05
   311   0.370866E+04   0.110697E+02   0.000000E+00   0.121095E+03   0.356297E-07   0.571915E-04   0.101561E-05
   312   0.367451E+04   0.112568E+02   0.000000E+00   0.121024E+03   0.354966E-07   0.566666E-04   0.102508E-05
   313   0.364041E+04   0.114444E+02   0.000000E+00   0.120914E+03   0.353642E-07   0.561454E-04   0.103443E-05
   314   0.360636E+04   0.116323E+02   0.000000E+00   0.120765E+03   0.352326E-07   0.556278E-04   0.104367E-05
   315   0.357238E+04   0.118204E+02   0.000000E+00   0.120578E+03   0.351017E-07   0.551138E-04   0.105279E-05
   316   0.353848E+04   0.120088E+02   0.000000E+00   0.120352E+03   0.349716E-07   0.546036E-04   0.106179E-05
   317   0.350466E+04   0.121973E+02   0.000000E+00   0.120089E+03   0.348422E-07   0.540970E-04   0.107066E-05
   318   0.347096E+04   0.123858E+02   0.000000E+00   0.119786E+03   0.347135E-07   0.535941E-04   0.107940E-05
   319   0.343735E+04   0.125744E+02   0.000000E+00   0.119445E+03   0.345855E-07   0.530949E-04   0.108799E-05
   320   0.340386E+04   0.127629E+02   0.000000E+00   0.119067E+03   0.344583E-07   0.525995E-04   0.109645E-05
   321   0.337051E+04   0.129513E+02   0.000000E+00   0.118650E+03   0.343318E-07   0.521077E-04   0.110475E-05
   322   0.333728E+04   0.131395E+02   0.000000E+00   0.118195E+03   0.342060E-07   0.516197E-04   0.111291E-05
   323   0.330421E+04   0.133274E+02   0.000000E+00   0.117701E+03   0.340808E-07   0.511355E-04   0.112090E-05
   324   0.327129E+04   0.135149E+02   0.000000E+00   0.117171E+03   0.339564E-07   0.506550E-04   0.112874E-05
   325   0.323854E+04   0.137021E+02   0.000000E+00   0.116603E+03   0.338327E-07   0.501783E-04   0.113641E-05
   326   0.320596E+04   0.138888E+02   0.000000E+00   0.115997E+03   0.337096E-07   0.497053E-04   0.114390E-05
   327   0.317357E+04   0.140749E+02   0.000000E+00   0.115354E+03   0.335872E-07   0.492362E-04   0.115122E-05
   328   0.314137E+04   0.142603E+02   0.000000E+00   0.114673E+03   0.334655E-07   0.487708E-04   0.115837E-05
   329   0.310937E+04   0.144451E+02   0.000000E+00   0.113957E+03   0.333445E-07   0.483093E-04   0.116532E-05
   330   0.307758E+04   0.146290E+02   0.000000E+00   0.113204E+03   0.332241E-07   0.478516E-04   0.117208E-05
   331   0.304601E+04   0.148122E+02   0.000000E+00   0.112414E+03   0.331044E-07   0.473977E-04   0.117865E-05
   332   0.301467E+04   0.149944E+02   0.000000E+00   0.111588E+03   0.329853E-07   0.469477E-04   0.118502E-05
   333   0.298356E+04   0.151756E+02   0.000000E+00   0.110727E+03   0.328668E-07   0.465015E-04   0.119119E-05
   334   0.295270E+04   0.153558E+02   0.000000E+00   0.109830E+03   0.327490E-07   0.460592E-04   0.119715E-05
   335   0.292210E+04   0.155348E+02   0.000000E+00   0.108898E+03   0.326319E-07   0.456207E-04   0.120289E-05
   336   0.289175E+04   0.157125E+02   0.000000E+00   0.107932E+03   0.325153E-07   0.451862E-04   0.120841E-05
   337   0.286167E+04   0.158891E+02   0.000000E+00   0.106932E+03   0.323994E-07   0.447555E-04   0.121371E-05
   338   0.283187E+04   0.160643E+02   0.000000E+00   0.105897E+03   0.322840E-07   0.443288E-04   0.121879E-05
   339   0.280236E+04   0.162380E+02   0.000000E+00   0.104830E+03   0.321693E-07   0.439059E-04   0.122363E-05
   340   0.277314E+04   0.164104E+02   0.000000E+00   0.103731E+03   0.320552E-07   0.434870E-04   0.122823E-05
   341   0.274422E+04   0.165812E+02   0.000000E+00   0.102598E+03   0.319417E-07   0.430721E-04   0.123259E-05
   342   0.271560E+04   0.167503E+02   0.000000E+00   0.101433E+03   0.318287E-07   0.426611E-04   0.123670E-05
   343   0.268730E+04   0.169177E+02   0.000000E+00   0.100236E+03   0.317164E-07   0.422540E-04   0.124056E-05
   344   0.265931E+04   0.170832E+02   0.000000E+00   0.990079E+02   0.316046E-07   0.418509E-04   0.124417E-05
   345   0.263163E+04   0.172469E+02   0.000000E+00   0.977482E+02   0.314934E-07   0.414518E-04   0.124751E-05
   346   0.260429E+04   0.174086E+02   0.000000E+00   0.964573E+02   0.313828E-07   0.410568E-04   0.125059E-05
   347   0.257726E+04   0.175682E+02   0.000000E+00   0.951358E+02   0.312727E-07   0.406657E-04   0.125340E-05
   348   0.255058E+04   0.177257E+02   0.000000E+00   0.937839E+02   0.311632E-07   0.402786E-04   0.125593E-05
   349   0.252424E+04   0.178811E+02   0.000000E+00   0.924037E+02   0.310542E-07   0.398955E-04   0.125818E-05
   350   0.249825E+04   0.180342E+02   0.000000E+00   0.909944E+02   0.309458E-07   0.395165E-04   0.126015E-05
   351   0.247262E+04   0.181851E+02   0.000000E+00   0.895577E+02   0.308379E-07   0.391415E-04   0.126183E-05
   352   0.244737E+04   0.183337E+02   0.000000E+00   0.880941E+02   0.307306E-07   0.387705E-04   0.126324E-05
   353   0.242248E+04   0.184800E+02   0.000000E+00   0.866037E+02   0.306237E-07   0.384033E-04   0.126439E-05
   354   0.239798E+04   0.186238E+02   0.000000E+00   0.850888E+02   0.305174E-07   0.380398E-04   0.126529E-05
   355   0.237386E+04   0.187651E+02   0.000000E+00   0.835485E+02   0.304117E-07   0.376800E-04   0.126597E-05
   356   0.235014E+04   0.189040E+02   0.000000E+00   0.819837E+02   0.303064E-07   0.373238E-04   0.126643E-05
   357   0.232680E+04   0.190402E+02   0.000000E+00   0.803951E+02   0.302017E-07   0.369709E-04   0.126669E-05
   358   0.230387E+04   0.191737E+02   0.000000E+00   0.787835E+02   0.300975E-07   0.366215E-04   0.126677E-05
   359   0.228134E+04   0.193044E+02   0.000000E+00   0.771487E+02   0.299938E-07   0.362752E-04   0.126669E-05
   360   0.225921E+04   0.194323E+02   0.000000E+00   0.754924E+02   0.298906E-07   0.359321E-04   0.126644E-05
   361   0.223748E+04   0.195573E+02   0.000000E+00   0.738135E+02   0.297879E-07   0.355920E-04   0.126607E-05
   362   0.221617E+04   0.196793E+02   0.000000E+00   0.721138E+02   0.296857E-07   0.352549E-04   0.126556E-05
   363   0.219527E+04   0.197983E+02   0.000000E+00   0.703939E+02   0.295840E-07   0.349206E-04   0.126496E-05
   364   0.217479E+04   0.199142E+02   0.000000E+00   0.686546E+02   0.294828E-07   0.345890E-04   0.126426E-05
   365   0.215474E+04   0.200270E+02   0.000000E+00   0.668966E+02   0.293821E-07   0.342600E-04   0.126348E-05
   366   0.213511E+04   0.201367E+02   0.000000E+00   0.651207E+02   0.292819E-07   0.339336E-04   0.126264E-05
   367   0.211591E+04   0.202431E+02   0.000000E+00   0.633277E+02   0.291821E-07   0.336096E-04   0.126175E-05
   368   0.209714E+04   0.203462E+02   0.000000E+00   0.615183E+02   0.290829E-07   0.332880E-04   0.126083E-05
   369   0.207880E+04   0.204460E+02   0.000000E+00   0.596935E+02   0.289841E-07   0.329685E-04   0.125990E-05
   370   0.206090E+04   0.205424E+02   0.000000E+00   0.578537E+02   0.288859E-07   0.326512E-04   0.125896E-05
   371   0.204344E+04   0.206356E+02   0.000000E+00   0.560000E+02   0.287880E-07   0.323359E-04   0.125804E-05
   372   0.202642E+04   0.207251E+02   0.000000E+00   0.541330E+02   0.286907E-07   0.320226E-04   0.125715E-05
   373   0.200984E+04   0.208113E+02   0.000000E+00   0.522535E+02   0.285938E-07   0.317110E-04   0.125630E-05
   374   0.199371E+04   0.208939E+02   0.000000E+00   0.503623E+02   0.284974E-07   0.314012E-04   0.125551E-05
   375   0.197801E+04   0.209730E+02   0.000000E+00   0.484600E+02   0.284015E-07   0.310930E-04   0.125479E-05
   376   0.196276E+04   0.210485E+02   0.000000E+00   0.465476E+02   0.283060E-07   0.307863E-04   0.125417E-05
   377   0.194797E+04   0.211203E+02   0.000000E+00   0.446256E+02   0.282109E-07   0.304810E-04   0.125365E-05
   378   0.193361E+04   0.211883E+02   0.000000E+00   0.426949E+02   0.281164E-07   0.301771E-04   0.125325E-05
   379   0.191970E+04   0.212526E+02   0.000000E+00   0.407563E+02   0.280222E-07   0.298743E-04   0.125298E-05
   380   0.190625E+04   0.213132E+02   0.000000E+00   0.388104E+02   0.279285E-07   0.295727E-04   0.125287E-05
   381   0.189324E+04   0.213699E+02   0.000000E+00   0.368580E+02   0.278353E-07   0.292721E-04   0.125292E-05
   382   0.188069E+04   0.214226E+02   0.000000E+00   0.348999E+02   0.277425E-07   0.289724E-04   0.125315E-05
   383   0.186858E+04   0.214715E+02   0.000000E+00   0.329369E+02   0.276501E-07   0.286735E-04   0.125357E-05
   384   0.185693E+04   0.215165E+02   0.000000E+00   0.309700E+02   0.275582E-07   0.283753E-04   0.125421E-05
   385   0.184572E+04   0.215575E+02   0.000000E+00   0.289997E+02   0.274667E-07   0.280777E-04   0.125508E-05
   386   0.183496E+04   0.215947E+02   0.000000E+00   0.270272E+02   0.273756E-07   0.277806E-04   0.125618E-05
   387   0.182466E+04   0.216280E+02   0.000000E+00   0.250532E+02   0.272849E-07   0.274840E-04   0.125754E-05
   388   0.181479E+04   0.216573E+02   0.000000E+00   0.230785E+02   0.271947E-07   0.271876E-04   0.125917E-05
   389   0.180537E+04   0.216828E+02   0.000000E+00   0.211039E+02   0.271048E-07   0.268915E-04   0.126109E-05
   390   0.179640E+04   0.217043E+02   0.000000E+00   0.191304E+02   0.270154E-07   0.265954E-04   0.126331E-05
   391   0.178787E+04   0.217218E+02   0.000000E+00   0.171587E+02   0.269264E-07   0.262994E-04   0.126585E-05
   392   0.177977E+04   0.217354E+02   0.000000E+00   0.151896E+02   0.268379E-07   0.260032E-04   0.126872E-05
   393   0.177212E+04   0.217450E+02   0.000000E+00   0.132239E+02   0.267497E-07   0.257069E-04   0.127194E-05
   394   0.176490E+04   0.217506E+02   0.000000E+00   0.112623E+02   0.266619E-07   0.254102E-04   0.127552E-05
   395   0.175811E+04   0.217521E+02   0.000000E+00   0.930568E+01   0.265745E-07   0.251132E-04   0.127948E-05
   396   0.175175E+04   0.217497E+02   0.000000E+00   0.735485E+01   0.264875E-07   0.248156E-04   0.128383E-05
   397   0.174581E+04   0.217432E+02   0.000000E+00   0.541058E+01   0.264009E-07   0.245175E-04   0.128858E-05
   398   0.174031E+04   0.217327E+02   0.000000E+00   0.347361E+01   0.263147E-07   0.242186E-04   0.129376E-05
   399   0.173523E+04   0.217180E+02   0.000000E+00   0.154475E+01   0.262289E-07   0.239189E-04   0.129938E-05
   400   0.173057E+04   0.216995E+02   0.000000E+00  -0.375251E+00   0.261434E-07   0.236184E-04   0.130546E-05
   401   0.172633E+04   0.216768E+02   0.000000E+00  -0.228562E+01   0.260584E-07   0.233168E-04   0.131199E-05
   402   0.172252E+04   0.216502E+02   0.000000E+00  -0.418557E+01   0.259737E-07   0.230144E-04   0.131896E-05
   403   0.171911E+04   0.216196E+02   0.000000E+00  -0.607435E+01   0.258894E-07   0.227111E-04   0.132636E-05
